path	line	text	classification
scripts/fetch_or_build_fp16_models.sh	29	models/generated/fp16/yolov11n_640x640.fp16*.onnx	active-build-runtime
scripts/fetch_or_build_fp16_models.sh	46	"(cd ""${ROOT_DIR}"" && ./scripts/export_ultralytics_onnx.sh 640 yolo11n.pt)"	active-build-runtime
scripts/fetch_or_build_fp16_models.sh	155	"convert_one_model ""${SOURCE_320}"" ""${OUT_DIR}/yolov11n_320x320${suffix}"" ""${keep_io_flag}"""	active-build-runtime
scripts/fetch_or_build_fp16_models.sh	157	"convert_one_model ""${SOURCE_640}"" ""${OUT_DIR}/yolov11n_640x640${suffix}"" ""${keep_io_flag}"""	active-build-runtime
scripts/fetch_models.sh	3	## @brief Fetch pinned public vendor YOLO11 model artifacts.	active-build-runtime
scripts/fetch_models.sh	10	"OUT_DIR=""${ROOT_DIR}/models/vendor/yolo11"""	active-build-runtime
scripts/fetch_models.sh	34	"fetch_file ""vendor_yolo11_fp32_320_url"" ""yolov11n_320x320.onnx"""	active-build-runtime
scripts/fetch_models.sh	35	"fetch_file ""vendor_yolo11_int8_320_url"" ""yolov11n_320x320.q.onnx"""	active-build-runtime
scripts/fetch_models.sh	36	"fetch_file ""vendor_yolo11_xquant_config_url"" ""xquant_config_vendor_320.json"""	active-build-runtime
scripts/fetch_models.sh	39	"echo ""Note: no official vendor 640x640 INT8 YOLO11n model URL is currently pinned in third_party_manifest/models.lock."""	active-build-runtime
src/app/options.cpp	195	"<< ""Usage: banana_yolo11_demo [options]\n"""	active-build-runtime
src/app/options.cpp	227	"<< ""  - The official vendor 320x320 INT8 model is validated as a visual path with runtime rt123 and letterbox preprocessing.\n"""	active-build-runtime
src/app/options.cpp	228	"<< ""  - The public tarball 2.0.1 stack remains the low-latency vendor320 benchmark path and the validated dynamic640 path.\n"""	active-build-runtime
src/app/options.cpp	229	"<< ""  - A slower public rt201 visual workaround exists for vendor320 by disabling the float16 epilogue and keeping the /model.23 tail Slice/Add/Sub ops on CPU.\n"""	active-build-runtime
src/app/options.cpp	231	"<< ""  - Wrapper scripts auto-select the validated runtime by model and purpose; override with BANANA_DEMO_RUNTIME_TAG=rt123|rt201|rt202b1.\n"""	active-build-runtime
src/app/options.cpp	235	"<< ""  banana_yolo11_demo --model models/generated/xquant_640/yolov11n_640x640.dynamic_int8.onnx """	active-build-runtime
src/app/options.cpp	238	"<< ""  banana_yolo11_demo --model models/generated/yolov11n_640x640.q.onnx """	active-build-runtime
scripts/vendor320_runtime_matrix.sh	2	## @file vendor320_runtime_matrix.sh	active-build-runtime
scripts/vendor320_runtime_matrix.sh	3	## @brief Generate a compact vendor320 runtime comparison bundle.	active-build-runtime
scripts/vendor320_runtime_matrix.sh	9	## @brief Print CLI usage for the vendor320 runtime matrix helper.	active-build-runtime
scripts/vendor320_runtime_matrix.sh	13	vendor320_runtime_matrix.sh [image_path] [output_dir]	active-build-runtime
scripts/vendor320_runtime_matrix.sh	16	Run a compact vendor320 visual/runtime matrix and save annotated outputs plus a CSV/Markdown summary.	active-build-runtime
scripts/vendor320_runtime_matrix.sh	19	- rt123 visual reference	active-build-runtime
scripts/vendor320_runtime_matrix.sh	20	- rt201 raw	active-build-runtime
scripts/vendor320_runtime_matrix.sh	21	- rt201 fixed	active-build-runtime
scripts/vendor320_runtime_matrix.sh	22	- rt202b1 raw (if staged locally)	active-build-runtime
scripts/vendor320_runtime_matrix.sh	31	## @brief Run the validated vendor320 runtime matrix locally on Banana.	active-build-runtime
scripts/vendor320_runtime_matrix.sh	38	"model_sha256=""$(banana_demo_vendor320_model_hash ""${model_path}"" 2>/dev/null || banana_demo_sha256_file ""${model_path}"" 2>/dev/null || echo unknown)"""	active-build-runtime
scripts/vendor320_runtime_matrix.sh	45	"local runtimes=(""rt123:auto"" ""rt201:0"" ""rt201:1"")"	active-build-runtime
scripts/vendor320_runtime_matrix.sh	46	"if [[ -d ""${repo_dir}/runtime/rt202b1"" ]]; then"	active-build-runtime
scripts/vendor320_runtime_matrix.sh	47	"runtimes+=(""rt202b1:0"")"	active-build-runtime
scripts/vendor320_runtime_matrix.sh	56	"[[ ""${fix_mode}"" == ""0"" && ""${runtime_tag}"" == ""rt201"" ]] && name=""${name}_raw"""	active-build-runtime
scripts/vendor320_runtime_matrix.sh	62	"BANANA_DEMO_VENDOR320_RT201_VISUAL_FIX=""${fix_mode}"" \"	active-build-runtime
scripts/vendor320_runtime_matrix.sh	71	"applied=""$(grep -E '^vendor320_rt201_visual_fix_applied=' ""${log_out}.stdout"" | tail -n1 | cut -d= -f2- || true)"""	active-build-runtime
scripts/vendor320_runtime_matrix.sh	96	"OUT_DIR=""${2:-${OUT_DIR:-${REPO_DIR}/outputs/vendor320_runtime_matrix_$(date +%Y%m%d_%H%M%S)}}"""	active-build-runtime
scripts/vendor320_runtime_matrix.sh	106	"IMAGE_PATH=""${1:-<legacy-home-path>"""	active-build-runtime
scripts/vendor320_runtime_matrix.sh	107	"OUT_DIR=""${2:-${BOARD_DIR}/outputs/vendor320_runtime_matrix_$(date +%Y%m%d_%H%M%S)}"""	active-build-runtime
scripts/vendor320_runtime_matrix.sh	109	"ssh ""${TARGET}"" ""cd '${BOARD_DIR}' && BANANA_DEMO_EXEC_MODE=board ./scripts/vendor320_runtime_matrix.sh '${REMOTE_IMAGE_PATH}' '${OUT_DIR}'"""	active-build-runtime
scripts/export_ultralytics_onnx.sh	3	## @brief Export a fixed-size Ultralytics YOLO11 model to ONNX.	active-build-runtime
scripts/export_ultralytics_onnx.sh	10	"MODEL_NAME=""${2:-yolo11n.pt}"""	active-build-runtime
src/app/application.cpp	121	"return renderer.TryShow(""banana_yolo11_demo_camera"", preview, error);"	active-build-runtime
src/app/application.cpp	183	Yolo11Detector detector(options_);	active-build-runtime
src/app/application.cpp	243	"if (!renderer.TryShow(""banana_yolo11_demo"", result.annotated, error))"	active-build-runtime
src/app/application.cpp	311	Yolo11Detector detector(options_);	active-build-runtime
src/app/application.cpp	410	"if (!renderer.TryShow(""banana_yolo11_demo_camera"", result.annotated, error))"	active-build-runtime
tools/yolo26_coco_predict.cpp	3	* @brief Batch COCO prediction harness for YOLO26 vendor-ORT rt204 R&D gates.	active-user-facing
tools/yolo26_coco_predict.cpp	168	banana_demo::Yolo11Detector detector(options);	active-user-facing
tools/xslim_yolo26_gate.py	5	without touching the frozen YOLO11 production repository. It supports YOLO26	active-user-facing
tools/xslim_yolo26_gate.py	399	"""""""Decode board output bins produced by `rt204_tensor_probe`."""""""	active-user-facing
tools/xslim_yolo26_gate.py	408	"output_bin = board / f""{cand.name}_{entry['image_id']}_rt204_ep.bin"""	active-user-facing
tools/xslim_yolo26_gate.py	419	"out_img = out / ""xslim_rt204"" / f""{cand.name}_{entry['image_id']}.jpg"""	active-user-facing
tools/xslim_yolo26_gate.py	433	"write_table(out / ""xslim_rt204_decode_matrix.tsv"", rows, fields)"	active-user-facing
tools/xslim_yolo26_gate.py	434	"write_table(out / ""xslim_rt204_decode_matrix.md"", rows, fields)"	active-user-facing
scripts/run_image_demo.sh	23	- visual runs auto-select the validated rt123 stack	active-build-runtime
scripts/run_image_demo.sh	24	- if you explicitly force rt201 in visual mode, the script auto-enables the validated public workaround	active-build-runtime
scripts/run_image_demo.sh	25	- low-latency benchmark runs can still force raw rt201 behavior via BANANA_DEMO_RUNTIME_TAG=rt201 and BANANA_DEMO_VENDOR320_RT201_VISUAL_FIX=0	active-build-runtime
scripts/run_image_demo.sh	28	BANANA_DEMO_RUNTIME_TAG=auto|rt123|rt201|rt202b1|rt202	active-build-runtime
scripts/run_image_demo.sh	29	BANANA_DEMO_VENDOR320_RT201_VISUAL_FIX=auto|0|1	active-build-runtime
scripts/run_image_demo.sh	60	"banana_demo_apply_vendor320_rt201_visual_fix ""${MODEL_PATH}"" ""${RUNTIME_TAG}"" ""visual"""	active-build-runtime
scripts/run_image_demo.sh	69	"echo ""vendor320_rt201_visual_fix_applied=${BANANA_DEMO_VENDOR320_RT201_VISUAL_FIX_APPLIED:-0}"" >&2"	active-build-runtime
scripts/run_image_demo.sh	70	"if banana_demo_is_vendor320_model ""${MODEL_PATH}""; then"	active-build-runtime
scripts/run_image_demo.sh	71	"echo ""vendor320_model_sha256=$(banana_demo_vendor320_model_hash ""${MODEL_PATH}"" 2>/dev/null || echo unknown)"" >&2"	active-build-runtime
scripts/run_image_demo.sh	73	"if banana_demo_is_vendor320_model ""${MODEL_PATH}"" && [[ ""${RUNTIME_TAG}"" == ""rt201"" ]] && [[ ""${BANANA_DEMO_VENDOR320_RT201_VISUAL_FIX_APPLIED:-0}"" != ""1"" ]] && [[ ""${BANANA_DEMO_SUPPRESS_VENDOR320_WARN:-0}"" != ""1"" ]]; then"	active-build-runtime
scripts/run_image_demo.sh	74	"echo ""WARN: vendor320 on rt201 is using the raw perf-oriented path; set BANANA_DEMO_VENDOR320_RT201_VISUAL_FIX=1 or prefer the default rt123 visual path."" >&2"	active-build-runtime
scripts/run_image_demo.sh	98	"IMAGE_PATH=""${1:-<legacy-home-path>"""	active-build-runtime
scripts/run_image_demo.sh	127	BANANA_DEMO_VENDOR320_RT201_VISUAL_FIX='${BANANA_DEMO_VENDOR320_RT201_VISUAL_FIX:-auto}' \	active-build-runtime
tools/yolo26_fp32_baseline.py	8	oracles, and decodes board-side rt204 tensor dumps.	active-user-facing
tools/yolo26_fp32_baseline.py	311	"output_bin = board_dir / f""{entry.image_id}_rt204_ep.bin"""	active-user-facing
tools/yolo26_fp32_baseline.py	319	"out_img = out / ""fp32_oracle"" / f""{entry.image_id}_rt204_ep.jpg"""	active-user-facing
tools/yolo26_fp32_baseline.py	321	"rows.append(asdict(summarize(entry.image_id, ""rt204_spacemit_ep"", model_onnx, output, dets, names, out_img, ""pass"")))"	active-user-facing
tools/yolo26_fp32_baseline.py	322	"write_tsv(out / ""yolo26_rt204_ep_decode_matrix.tsv"", rows, SUMMARY_FIELDS)"	active-user-facing
tools/yolo26_fp32_baseline.py	323	"write_md_table(out / ""yolo26_rt204_ep_decode_matrix.md"", rows, SUMMARY_FIELDS)"	active-user-facing
scripts/run_camera_demo_fast.sh	5	## a measured lower-latency live profile based on the trusted vendor320 visual	active-build-runtime
scripts/run_camera_demo_fast.sh	6	## stack (`rt123` + official vendor320 model + 320 letterbox inference).	active-build-runtime
scripts/run_camera_demo_fast.sh	20	- model: official vendor320 INT8	active-build-runtime
scripts/run_camera_demo_fast.sh	21	- runtime: rt123 visual path	active-build-runtime
scripts/run_camera_demo_fast.sh	29	the trusted vendor320 visual stack and does not silently switch to a raw perf	active-build-runtime
scripts/run_camera_demo_fast.sh	33	BANANA_DEMO_RUNTIME_TAG=auto|rt123|rt201|rt202b1|rt202	active-build-runtime
scripts/run_camera_demo_fast.sh	34	BANANA_DEMO_VENDOR320_RT201_VISUAL_FIX=auto|0|1	active-build-runtime
scripts/run_camera_demo_fast.sh	71	"export BANANA_DEMO_VENDOR320_RT201_VISUAL_FIX=""${BANANA_DEMO_VENDOR320_RT201_VISUAL_FIX:-auto}"""	active-build-runtime
scripts/run_camera_demo.sh	34	- model: official vendor320 INT8	active-build-runtime
scripts/run_camera_demo.sh	35	- runtime: rt123 visual path	active-build-runtime
scripts/run_camera_demo.sh	40	- visual runs auto-select the validated rt123 stack	active-build-runtime
scripts/run_camera_demo.sh	41	- if you explicitly force rt201 in visual mode, the script auto-enables the validated public workaround	active-build-runtime
scripts/run_camera_demo.sh	42	- low-latency benchmarking can still force raw rt201 behavior via BANANA_DEMO_RUNTIME_TAG=rt201 and BANANA_DEMO_VENDOR320_RT201_VISUAL_FIX=0	active-build-runtime
scripts/run_camera_demo.sh	45	BANANA_DEMO_RUNTIME_TAG=auto|rt123|rt201|rt202b1|rt202	active-build-runtime
scripts/run_camera_demo.sh	46	BANANA_DEMO_VENDOR320_RT201_VISUAL_FIX=auto|0|1	active-build-runtime
scripts/run_camera_demo.sh	100	"banana_demo_apply_vendor320_rt201_visual_fix ""${MODEL_PATH}"" ""${RUNTIME_TAG}"" ""visual"""	active-build-runtime
scripts/run_camera_demo.sh	102	"if banana_demo_is_vendor320_model ""${MODEL_PATH}"" && [[ ""${RUNTIME_TAG}"" == ""rt201"" ]] && [[ ""${BANANA_DEMO_VENDOR320_RT201_VISUAL_FIX_APPLIED:-0}"" != ""1"" ]] && [[ ""${BANANA_DEMO_SUPPRESS_VENDOR320_WARN:-0}"" != ""1"" ]]; then"	active-build-runtime
scripts/run_camera_demo.sh	103	"echo ""WARN: vendor320 on rt201 is using the raw perf-oriented path; set BANANA_DEMO_VENDOR320_RT201_VISUAL_FIX=1 or prefer the default rt123 visual path."" >&2"	active-build-runtime
scripts/run_camera_demo.sh	119	"echo ""vendor320_rt201_visual_fix_applied=${BANANA_DEMO_VENDOR320_RT201_VISUAL_FIX_APPLIED:-0}"" >&2"	active-build-runtime
scripts/run_camera_demo.sh	120	"if banana_demo_is_vendor320_model ""${MODEL_PATH}""; then"	active-build-runtime
scripts/run_camera_demo.sh	121	"echo ""vendor320_model_sha256=$(banana_demo_vendor320_model_hash ""${MODEL_PATH}"" 2>/dev/null || echo unknown)"" >&2"	active-build-runtime
scripts/run_camera_demo.sh	123	"if [[ ""${BANANA_DEMO_VENDOR320_RT201_VISUAL_FIX_APPLIED:-0}"" == ""1"" ]]; then"	active-build-runtime
scripts/run_camera_demo.sh	124	"echo ""SPACEMIT_EP_DISABLE_FLOAT16_EPILOGUE=${SPACEMIT_EP_DISABLE_FLOAT16_EPILOGUE:-}"" >&2"	active-build-runtime
scripts/run_camera_demo.sh	125	"echo ""SPACEMIT_EP_DISABLE_OP_NAME_FILTER=${SPACEMIT_EP_DISABLE_OP_NAME_FILTER:-}"" >&2"	active-build-runtime
scripts/run_camera_demo.sh	184	"remote_cmd=""cd '${BOARD_DIR}' && BANANA_DEMO_EXEC_MODE=board QUIET=0 DISPLAY_FLAG='${DISPLAY_FLAG}' HEADLESS_FLAG='${HEADLESS_FLAG}' CONFIDENCE='${CONFIDENCE}' LOG_FILE='${LOG_FILE_REMOTE}' BANANA_DEMO_RUNTIME_TAG='${BANANA_DEMO_RUNTIME_TAG:-auto}' BANANA_DEMO_VENDOR320_RT201_VISUAL_FIX='${BANANA_DEMO_VENDOR320_RT201_VISUAL_FIX:-auto}'"""	active-build-runtime
include/banana_demo/infer/detector.h	3	* @brief YOLO11 inference and post-processing interfaces.	active-build-runtime
include/banana_demo/infer/detector.h	97	* @brief Thin ONNX Runtime based YOLO11 detector wrapper.	active-build-runtime
include/banana_demo/infer/detector.h	102	class Yolo11Detector	active-build-runtime
include/banana_demo/infer/detector.h	109	explicit Yolo11Detector(const AppOptions& options);	active-build-runtime
include/banana_demo/infer/detector.h	140	* @details Vendor320 and the dynamic640 path both use letterbox as the	active-build-runtime
scripts/deploy_to_banana.sh	8	"BOARD_DIR=""${BOARD_DIR:-<legacy-home-path>"""	active-build-runtime
scripts/deploy_to_banana.sh	16	"VARIANTS=""${BANANA_DEMO_DEPLOY_VARIANTS:-${BANANA_DEMO_BUILD_VARIANTS:-rt123,rt201}}"""	active-build-runtime
scripts/deploy_to_banana.sh	24	"rsync -avc ""${ROOT_DIR}/install/k1x-release-${runtime_tag}/bin/banana_yolo11_demo"" ""${TARGET}:${BOARD_DIR}/bin/banana_yolo11_demo_${runtime_tag}"""	active-build-runtime
scripts/deploy_to_banana.sh	30	"if [[ -x ""${ROOT_DIR}/install/k1x-release-rt201/bin/banana_yolo11_demo"" ]]; then"	active-build-runtime
scripts/deploy_to_banana.sh	31	"rsync -avc ""${ROOT_DIR}/install/k1x-release-rt201/bin/banana_yolo11_demo"" ""${TARGET}:${BOARD_DIR}/app/bin/banana_yolo11_demo"""	active-build-runtime
scripts/bench_fp16_matrix.sh	3	## @brief Run a reproducible YOLO11n FP16 benchmark matrix across staged runtimes.	active-build-runtime
scripts/bench_fp16_matrix.sh	20	- runtimes: rt123,rt201,rt202b1	active-build-runtime
scripts/bench_fp16_matrix.sh	26	FP16_RUNTIME_TAGS=rt123,rt201,rt202b1,rt202	active-build-runtime
scripts/bench_fp16_matrix.sh	49	"printf '%s\n' ""${repo_root}/models/generated/fp16/yolov11n_${size}x${size}.fp16_iop32.onnx"""	active-build-runtime
scripts/bench_fp16_matrix.sh	52	"printf '%s\n' ""${repo_root}/models/generated/fp16/yolov11n_${size}x${size}.fp16.onnx"""	active-build-runtime
scripts/bench_fp16_matrix.sh	168	"local runtimes_csv=""${FP16_RUNTIME_TAGS:-rt123,rt201,rt202b1}"""	active-build-runtime
scripts/bench_fp16_matrix.sh	310	"BANANA_DEMO_BUILD_VARIANTS=""${FP16_RUNTIME_TAGS:-rt123,rt201,rt202b1}"" \"	active-build-runtime
scripts/bench_fp16_matrix.sh	311	"BANANA_DEMO_DEPLOY_VARIANTS=""${FP16_RUNTIME_TAGS:-rt123,rt201,rt202b1}"" \"	active-build-runtime
scripts/bench_fp16_matrix.sh	315	"ssh ""${TARGET}"" ""cd '${BOARD_DIR}' && BANANA_DEMO_EXEC_MODE=board FP16_RUNTIME_TAGS='${FP16_RUNTIME_TAGS:-rt123,rt201,rt202b1}' FP16_MODEL_VARIANT='${FP16_MODEL_VARIANT:-keep_io}' FP16_WARMUP='${FP16_WARMUP:-10}' FP16_RUNS='${FP16_RUNS:-100}' FP16_REPEATS='${FP16_REPEATS:-5}' FP16_PERF_REPEATS='${FP16_PERF_REPEATS:-100}' ./scripts/bench_fp16_matrix.sh '${REMOTE_OUT_DIR}' '${REMOTE_IMAGE_PATH}'"""	active-build-runtime
scripts/bench_forward_only.sh	22	BANANA_DEMO_RUNTIME_TAG=auto|rt123|rt201|rt202b1|rt202	active-build-runtime
scripts/bench_forward_only.sh	23	- auto/perf defaults to rt201 for vendor320 low-latency benchmarking	active-build-runtime
scripts/bench_forward_only.sh	86	"IMAGE_PATH=""${3:-<legacy-home-path>"""	active-build-runtime
scripts/common.sh	4	## @details This file centralizes runtime selection, validated vendor320	active-build-runtime
scripts/common.sh	40	"printf '%s\n' ""${BOARD_DIR:-<legacy-home-path>"""	active-build-runtime
scripts/common.sh	46	"printf '%s\n' ""${repo_root}/models/generated/xquant_640/yolov11n_640x640.dynamic_int8.onnx"""	active-build-runtime
scripts/common.sh	53	## @brief Return the official vendor320 benchmark model path.	active-build-runtime
scripts/common.sh	56	"printf '%s\n' ""${repo_root}/models/vendor/yolo11/yolov11n_320x320.q.onnx"""	active-build-runtime
scripts/common.sh	62	"printf '%s\n' ""${repo_root}/models/vendor/yolo11/yolov11n_320x320.q.onnx"""	active-build-runtime
scripts/common.sh	85	## @brief Return whether a model path refers to the public vendor320 bundle.	active-build-runtime
scripts/common.sh	86	banana_demo_is_vendor320_model() {	active-build-runtime
scripts/common.sh	88	"[[ ""$(basename ""${model_path}"")"" == ""yolov11n_320x320.q.onnx"" ]]"	active-build-runtime
scripts/common.sh	106	## @brief Check whether a hash matches the validated public vendor320 bundle.	active-build-runtime
scripts/common.sh	107	banana_demo_is_validated_vendor320_model_hash() {	active-build-runtime
scripts/common.sh	117	## @brief Compute the official vendor320 model hash if the path matches the bundle name.	active-build-runtime
scripts/common.sh	118	banana_demo_vendor320_model_hash() {	active-build-runtime
scripts/common.sh	120	"banana_demo_is_vendor320_model ""${model_path}"" || return 1"	active-build-runtime
scripts/common.sh	124	## @brief Return whether the model path matches the validated official vendor320 bundle.	active-build-runtime
scripts/common.sh	125	banana_demo_is_validated_vendor320_model() {	active-build-runtime
scripts/common.sh	128	"model_hash=""$(banana_demo_vendor320_model_hash ""${model_path}"" 2>/dev/null || true)"""	active-build-runtime
scripts/common.sh	130	"banana_demo_is_validated_vendor320_model_hash ""${model_hash}"""	active-build-runtime
scripts/common.sh	143	rt123)	active-build-runtime
scripts/common.sh	146	rt201)	active-build-runtime
scripts/common.sh	149	rt202b1)	active-build-runtime
scripts/common.sh	152	rt202)	active-build-runtime
scripts/common.sh	155	rt204)	active-build-runtime
scripts/common.sh	159	"echo ""ERROR: unsupported runtime tag=${runtime_tag}; use rt123|rt201|rt202b1|rt202|rt204"" >&2"	active-build-runtime
scripts/common.sh	177	"local candidate=""${repo_root}/bin/banana_yolo11_demo_${runtime_tag}"""	active-build-runtime
scripts/common.sh	182	"printf '%s\n' ""${repo_root}/bin/banana_yolo11_demo"""	active-build-runtime
scripts/common.sh	197	rt123|1.2.3)	active-build-runtime
scripts/common.sh	198	printf 'rt123\n'	active-build-runtime
scripts/common.sh	201	rt201|2.0.1)	active-build-runtime
scripts/common.sh	202	printf 'rt201\n'	active-build-runtime
scripts/common.sh	205	rt202b1|2.0.2+beta1)	active-build-runtime
scripts/common.sh	206	printf 'rt202b1\n'	active-build-runtime
scripts/common.sh	209	rt202|2.0.2)	active-build-runtime
scripts/common.sh	210	printf 'rt202\n'	active-build-runtime
scripts/common.sh	213	rt204|2.0.4)	active-build-runtime
scripts/common.sh	214	printf 'rt204\n'	active-build-runtime
scripts/common.sh	218	"echo ""ERROR: unsupported BANANA_DEMO_RUNTIME_TAG=${override}; use auto|rt123|rt201|rt202b1|rt202|rt204"" >&2"	active-build-runtime
scripts/common.sh	235	printf 'rt201\n'	active-build-runtime
scripts/common.sh	239	"if banana_demo_is_validated_vendor320_model ""${model_path}""; then"	active-build-runtime
scripts/common.sh	240	printf 'rt123\n'	active-build-runtime
scripts/common.sh	244	printf 'rt201\n'	active-build-runtime
scripts/common.sh	273	## @brief Apply the validated public rt201 visual workaround for vendor320.	active-build-runtime
scripts/common.sh	275	## the exact official vendor320 bundle that was validated during the forensic	active-build-runtime
scripts/common.sh	277	banana_demo_apply_vendor320_rt201_visual_fix() {	active-build-runtime
scripts/common.sh	281	"local mode=""${BANANA_DEMO_VENDOR320_RT201_VISUAL_FIX:-auto}"""	active-build-runtime
scripts/common.sh	283	export BANANA_DEMO_VENDOR320_RT201_VISUAL_FIX_APPLIED=0	active-build-runtime
scripts/common.sh	285	"banana_demo_is_vendor320_model ""${model_path}"" || return 0"	active-build-runtime
scripts/common.sh	286	"[[ ""${runtime_tag}"" == ""rt201"" ]] || return 0"	active-build-runtime
scripts/common.sh	287	"model_hash=""$(banana_demo_vendor320_model_hash ""${model_path}"" 2>/dev/null || true)"""	active-build-runtime
scripts/common.sh	299	"echo ""ERROR: unsupported BANANA_DEMO_VENDOR320_RT201_VISUAL_FIX=${mode}; use auto|0|1"" >&2"	active-build-runtime
scripts/common.sh	304	"if ! banana_demo_is_validated_vendor320_model_hash ""${model_hash}""; then"	active-build-runtime
scripts/common.sh	306	"echo ""WARN: skipping vendor320 rt201 visual workaround because model identity is not the validated official bundle (sha256=${model_hash:-unknown})."" >&2"	active-build-runtime
scripts/common.sh	309	"echo ""ERROR: refusing to apply vendor320 rt201 visual workaround to an unvalidated model (sha256=${model_hash:-unknown})."" >&2"	active-build-runtime
scripts/common.sh	313	export SPACEMIT_EP_DISABLE_FLOAT16_EPILOGUE=1	active-build-runtime
scripts/common.sh	314	"export SPACEMIT_EP_DISABLE_OP_NAME_FILTER=""/model.23/Slice;/model.23/Slice_1;/model.23/Add_1;/model.23/Add_2;/model.23/Sub;/model.23/Sub_1"""	active-build-runtime
scripts/common.sh	315	export BANANA_DEMO_VENDOR320_RT201_VISUAL_FIX_APPLIED=1	active-build-runtime
scripts/common.sh	316	"echo ""INFO: enabling vendor320 rt201 visual workaround for validated official model (sha256=${model_hash}) (disable float16 epilogue; keep /model.23 tail Slice/Add/Sub ops on CPU)."" >&2"	active-build-runtime
scripts/common.sh	536	"""<legacy-home-path>"""	active-build-runtime
scripts/common.sh	537	"""${HOME}/ncnn-k1x-int8-smoke/models/photo_2024-10-11_10-04-04.jpg"""	active-build-runtime
scripts/reference/build_scripts/05-build-opencv-ncnn.sh	168	timeout 8s ../build-riscv/examples/yolo11 ../build-riscv/examples/photo_2024-10-11_10-04-04.jpg || true	active-build-runtime
release/RUNTIME_MANIFEST.md	13	| `rt123` | `spacemit-ort.riscv64.1.2.3` | vendor320 visual and fast-live |	active-user-facing
release/RUNTIME_MANIFEST.md	14	| `rt201` | `spacemit-ort.riscv64.2.0.1` | dynamic640 production and vendor320 perf |	active-user-facing
release/RUNTIME_MANIFEST.md	15	| `rt202b1` | `spacemit-ort.riscv64.2.0.2+beta1` | FP16 640 experimental fallback |	active-user-facing
release/RUNTIME_MANIFEST.md	16	| `rt202` | `spacemit-ort.riscv64.2.0.2` | reproducible regression only; not adopted |	active-user-facing
release/RUNTIME_MANIFEST.md	22	| `rt123` | `libonnxruntime.so.1.18.1` | `6a716a747ab456750b7154633eb956b36854808e3c8c36f270669cf1bf0ada4e` |	active-user-facing
release/RUNTIME_MANIFEST.md	23	| `rt123` | `libspacemit_ep.so.1.2.3` | `90af14e058ffd71bd4b2e56c1aba8e6cde61c5f5fde75b865f60d832a5bbd38b` |	active-user-facing
release/RUNTIME_MANIFEST.md	24	| `rt201` | `libonnxruntime.so.1.20.2+spacemit` | `5a28c8128a7b1ed9cb29357f42eb7a2a45eb1b23d8791c2fee1eaf0151546238` |	active-user-facing
release/RUNTIME_MANIFEST.md	25	| `rt201` | `libspacemit_ep.so.2.0.1` | `60ad2a0f0e25c3e557250600bc51a3288007d810b1625ec2af394e84bc72a572` |	active-user-facing
release/RUNTIME_MANIFEST.md	26	| `rt202b1` | `libonnxruntime.so.1.24.0+spacemit.a3` | `e100b2a480afd9809ea708eb1e13a68c6a8032a08aec8b712dbb803f5e9a8b6d` |	active-user-facing
release/RUNTIME_MANIFEST.md	27	| `rt202b1` | `libspacemit_ep.so.2.0.2+beta1` | `788bbf8d49ee107f69b22c72cb5ef0ca6c270e2f77345cb705022e18d3aae3e3` |	active-user-facing
release/RUNTIME_MANIFEST.md	28	| `rt202` | `libonnxruntime.so.1.24.2+spacemit.a1` | `e4abc60c53b1bcf0e3cde31b284d67c242ba3db8a2dbac3b10f0d817828fc289` |	active-user-facing
release/RUNTIME_MANIFEST.md	29	| `rt202` | `libspacemit_ep.so.2.0.2` | `c7bab0898d458151ffd255f69c0df6029ff17d569133a4106239159d9e077d67` |	active-user-facing
release/PRODUCTION_READINESS_REPORT.md	6	`banana-yolo11-spacemit-demo` repository for the 2026-07-02 handoff.	active-user-facing
release/PRODUCTION_READINESS_REPORT.md	21	| Primary image visual | `rt201` | generated dynamic640 INT8 | supported |	active-user-facing
release/PRODUCTION_READINESS_REPORT.md	22	| Primary normal camera | `rt201` | generated dynamic640 INT8 | supported |	active-user-facing
release/PRODUCTION_READINESS_REPORT.md	23	| Fast-live camera | `rt123` | vendor320 INT8, 320 letterbox | supported |	active-user-facing
release/PRODUCTION_READINESS_REPORT.md	24	| Vendor320 trusted visual | `rt123` | official vendor320 INT8 | supported |	active-user-facing
release/PRODUCTION_READINESS_REPORT.md	25	| Vendor320 low-latency perf | raw `rt201` | official vendor320 INT8 | perf-only |	active-user-facing
release/PRODUCTION_READINESS_REPORT.md	26	| Vendor320 rt201 visual workaround | `rt201` | official vendor320 INT8 | SHA256-guarded, non-default |	active-user-facing
release/PRODUCTION_READINESS_REPORT.md	27	| FP16 | `rt201`/`rt202b1` | keep_io 640 | experimental |	active-user-facing
release/PRODUCTION_READINESS_REPORT.md	28	| Stable `rt202` | `2.0.2` | current paths | evaluated, not adopted |	active-user-facing
scripts/capture_camera_affinity.sh	115	"ps -Leo pid,tid,psr,pcpu,comm,args | grep -E '[b]anana_yolo11_demo|[c]am-main|[i]nfer-main|[g]main|[g]dbus|pool-' > ""${out_dir}/ps_start.txt"" || true"	active-build-runtime
scripts/capture_camera_affinity.sh	140	"ps -Leo pid,tid,psr,pcpu,comm,args | grep -E '[b]anana_yolo11_demo|[c]am-main|[i]nfer-main|[g]main|[g]dbus|pool-' > ""${out_dir}/ps_end.txt"" || true"	active-build-runtime
