api_bound	block_id	compiled	content_sha256	detail	document	documentation_fragment	executed_e2e	executed_synthetic	index	language	not_run_reason	parsed	status
not-run	doc/examples.md#3c6cc979f03a6484-1	not-applicable	3c6cc979f03a64841a75d1dbc38ac0adef156fbf1ad33fadf7cc70a788ecdc89	bash-syntax	doc/examples.md	no	not-run	not-run	7	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	doc/examples.md#ea35b6c4cabde731-1	not-applicable	ea35b6c4cabde731e9496dfdf3f676662b1806d3057b74e3c6af294e220d6bea	json-parse	doc/examples.md	no	not-run	not-run	8	json	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	doc/examples.md#971a08ddad05c434-1	not-applicable	971a08ddad05c434e5d7097e7513f40e2f1cc3657d29bf3a829169e759211982	bash-syntax	doc/examples.md	no	not-run	not-run	9	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	doc/examples.md#269bb1c67f1c45b8-1	not-applicable	269bb1c67f1c45b8991e13cb4afad6cf5a85f2e158d20f14276dc7a4296282e3	json-parse	doc/examples.md	no	not-run	not-run	10	json	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	doc/examples.md#379a02feb22f2378-1	not-applicable	379a02feb22f2378a389459c45bfda4dd3be017499433a9bd4bf1887d256d0e4	bash-syntax	doc/examples.md	no	not-run	not-run	11	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	doc/examples.md#a446ff2a67a79f00-1	pass	a446ff2a67a79f008d0bb204302803b6c00f670f8efaccc4de66b297161147b1	python-compile	doc/examples.md	no	not-run	not-run	12	python	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	doc/examples.md#5ec495fcf6bbe3b9-1	not-applicable	5ec495fcf6bbe3b949cbd355e5c7d05ba4f2204dd266e57656b6346c8b6b5853	json-parse	doc/examples.md	no	not-run	not-run	13	json	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	doc/examples.md#fd71d84e318f33e5-1	pass	fd71d84e318f33e5bd84652a23a3a7ab1294c42a8e3966eb2b619ce984616b13	python-compile	doc/examples.md	no	not-run	not-run	14	python	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	doc/examples.md#61e17c1ab08e4efd-1	not-applicable	61e17c1ab08e4efddf2e6994287166730930c354ad364824e016f55d67be2fef	bash-syntax	doc/examples.md	no	not-run	not-run	15	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	doc/examples.md#2cbcc9964c3f92f0-1	not-applicable	2cbcc9964c3f92f0ee532663262e15fa808081aa309fa734ac72d6664436ad9b	bash-syntax	doc/examples.md	no	not-run	not-run	16	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	doc/examples_zh.md#9f8ed7b4bd2aa8d1-1	not-applicable	9f8ed7b4bd2aa8d1cb1d7493040b2d6b634254d48735d5c02c728d2fc700aa91	json-parse	doc/examples_zh.md	no	not-run	not-run	1	json	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	doc/examples_zh.md#ebaa4fd351660e09-1	not-applicable	ebaa4fd351660e09eba46ee9bd34411ad27978685db5cb384d1b3dd7fc49c10a	bash-syntax	doc/examples_zh.md	no	not-run	not-run	2	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	doc/examples_zh.md#53c716dc13c95625-1	pass	53c716dc13c956255c1a8068b07910732af90e0a0a057251f6eab3bf01771980	python-compile	doc/examples_zh.md	no	not-run	not-run	3	python	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	doc/examples_zh.md#7096c61df5abaa06-1	not-applicable	7096c61df5abaa063639226d0e5a9c2c2c26b69cbe0a3ffac14806f097491d4e	json-parse	doc/examples_zh.md	no	not-run	not-run	4	json	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	doc/examples_zh.md#0fd7c9b64afbfd80-1	not-applicable	0fd7c9b64afbfd80a650d3af046ce1ede9ed393d5535e40f59e22ca9e32c85b3	json-parse	doc/examples_zh.md	no	not-run	not-run	5	json	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	doc/examples_zh.md#123cfd5947569891-1	not-applicable	123cfd594756989130df78f39b8b94bf480ce7aa1274068670f82dbd99fcfa55	json-parse	doc/examples_zh.md	no	not-run	not-run	6	json	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	doc/examples_zh.md#3c6cc979f03a6484-1	not-applicable	3c6cc979f03a64841a75d1dbc38ac0adef156fbf1ad33fadf7cc70a788ecdc89	bash-syntax	doc/examples_zh.md	no	not-run	not-run	7	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	doc/examples_zh.md#ea35b6c4cabde731-1	not-applicable	ea35b6c4cabde731e9496dfdf3f676662b1806d3057b74e3c6af294e220d6bea	json-parse	doc/examples_zh.md	no	not-run	not-run	8	json	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	doc/examples_zh.md#971a08ddad05c434-1	not-applicable	971a08ddad05c434e5d7097e7513f40e2f1cc3657d29bf3a829169e759211982	bash-syntax	doc/examples_zh.md	no	not-run	not-run	9	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	doc/examples_zh.md#269bb1c67f1c45b8-1	not-applicable	269bb1c67f1c45b8991e13cb4afad6cf5a85f2e158d20f14276dc7a4296282e3	json-parse	doc/examples_zh.md	no	not-run	not-run	10	json	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	doc/examples_zh.md#379a02feb22f2378-1	not-applicable	379a02feb22f2378a389459c45bfda4dd3be017499433a9bd4bf1887d256d0e4	bash-syntax	doc/examples_zh.md	no	not-run	not-run	11	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	doc/examples_zh.md#5d751eef729ddedc-1	pass	5d751eef729ddedc2347979b2fb55ae3a652ad37e19224cc5f88128c78995f2c	python-compile	doc/examples_zh.md	no	not-run	not-run	12	python	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	doc/examples_zh.md#5ec495fcf6bbe3b9-1	not-applicable	5ec495fcf6bbe3b949cbd355e5c7d05ba4f2204dd266e57656b6346c8b6b5853	json-parse	doc/examples_zh.md	no	not-run	not-run	13	json	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	doc/examples_zh.md#467fc54ceef17279-1	pass	467fc54ceef17279668644b6e5fe82770df2ff92b68db4052340a01304dd16cc	python-compile	doc/examples_zh.md	no	not-run	not-run	14	python	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	doc/examples_zh.md#b8ec50c7dde475e1-1	not-applicable	b8ec50c7dde475e11b043dd2b392aec0c2a67c0483bc49ada6437dc2a6c23835	bash-syntax	doc/examples_zh.md	no	not-run	not-run	15	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	doc/examples_zh.md#2cbcc9964c3f92f0-1	not-applicable	2cbcc9964c3f92f0ee532663262e15fa808081aa309fa734ac72d6664436ad9b	bash-syntax	doc/examples_zh.md	no	not-run	not-run	16	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	docs/CONFIG_REFERENCE.md#f1e0e3771e66ae30-1	not-applicable	f1e0e3771e66ae30b84beb882ec28ec9f351bea83bd795adcab59a8b9e0ea0b3	json-parse	docs/CONFIG_REFERENCE.md	no	not-run	not-run	1	json	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	docs/K1X_SPACEMIT_S8_QDQ_PROFILE.md#f86a77d528eded53-1	not-applicable	f86a77d528eded534bc3ba2f4cdae1c9f893e94b81aa407ee3bf733733c82e35	bash-syntax	docs/K1X_SPACEMIT_S8_QDQ_PROFILE.md	no	not-run	not-run	1	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	docs/K1X_SPACEMIT_S8_QDQ_PROFILE.md#3d5641d06ccdf07a-1	not-applicable	3d5641d06ccdf07a51c71f80cefed7c781727e3626a10d8bbcc805fc04f6efd2	text	docs/K1X_SPACEMIT_S8_QDQ_PROFILE.md	yes	not-run	not-run	2	text	documentation-fragment	not-run	not-applicable
not-run	docs/K1X_YOLO26_COOKBOOK.md#5717cfdea99bc6e6-1	not-applicable	5717cfdea99bc6e6ed2ce53b67ca968c036c6b6bfcd7d6a657a4a74a9ab604bd	text	docs/K1X_YOLO26_COOKBOOK.md	yes	not-run	not-run	1	text	documentation-fragment	not-run	not-applicable
not-run	docs/K1X_YOLO26_COOKBOOK.md#23a34fc13f965418-1	not-applicable	23a34fc13f965418d8cec22d042b286c955c5510775e4266786a2595048dcda7	bash-syntax	docs/K1X_YOLO26_COOKBOOK.md	no	not-run	not-run	2	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	docs/K1X_YOLO26_COOKBOOK.md#f41fcb62a1020d9d-1	not-applicable	f41fcb62a1020d9da6a6ee9958ede11ee012331261603c853ccc5b27e59c249b	bash-syntax	docs/K1X_YOLO26_COOKBOOK.md	no	not-run	not-run	3	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	docs/K1X_YOLO26_COOKBOOK.md#f002883482a309ae-1	not-applicable	f002883482a309ae33acc31cf01a5cde05452567af6063244c75d559c832429b	bash-syntax	docs/K1X_YOLO26_COOKBOOK.md	no	not-run	not-run	4	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	docs/K1X_YOLO26_COOKBOOK.md#6e046aa7fcb8aef0-1	not-applicable	6e046aa7fcb8aef0b52346865a2d2367694f0149b6f56d1c9cb1f18e39c42446	bash-syntax	docs/K1X_YOLO26_COOKBOOK.md	no	not-run	not-run	5	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	docs/RECONSTRUCTION_GUIDE.md#ebfc337f03a53475-1	not-applicable	ebfc337f03a534755dc8298542f7b119341309d5a4b08abe2d604c1113f2ef6f	bash-syntax	docs/RECONSTRUCTION_GUIDE.md	no	not-run	not-run	1	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
pass	docs/RECONSTRUCTION_GUIDE.md#da3945f999568ff2-1	pass	da3945f999568ff20d5baa087d342015cc1b1391419a0986d9bdc8a4e63c66d2	python-compile	docs/RECONSTRUCTION_GUIDE.md	no	not-run	pass	2	python	end-to-end detector/model workflow not authorized	pass	pass
not-run	docs/RELEASE_AND_PROVENANCE.md#060f8adc274f24a1-1	not-applicable	060f8adc274f24a12e1b97ebe68f7f04d81e2e94fb6fd5cb11484daf83439c05	text	docs/RELEASE_AND_PROVENANCE.md	yes	not-run	not-run	1	text	documentation-fragment	not-run	not-applicable
not-run	docs/RELEASE_AND_PROVENANCE.md#3f91e960fae96968-1	not-applicable	3f91e960fae96968cb54f2cb8414e60b17d7eb33f19aedc68e7a7666a82bd18e	bash-syntax	docs/RELEASE_AND_PROVENANCE.md	no	not-run	not-run	2	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	docs/TROUBLESHOOTING.md#b7f835327186f96d-1	not-applicable	b7f835327186f96dd6e82e2a0b059966d442efc1640a11318e155e9b02e72229	bash-syntax	docs/TROUBLESHOOTING.md	no	not-run	not-run	1	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	docs/TROUBLESHOOTING.md#46c91946ec3d5ae8-1	not-applicable	46c91946ec3d5ae880fa19eaf73a2eeb3369d89c2ad27509cf4d04843c92fdff	bash-syntax	docs/TROUBLESHOOTING.md	no	not-run	not-run	2	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	docs/TROUBLESHOOTING.md#c7558219f194a985-1	not-applicable	c7558219f194a9851953852b787d117dbee91b53e12608ec574badeeb84f0bce	bash-syntax	docs/TROUBLESHOOTING.md	no	not-run	not-run	3	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	docs/USER_GUIDE.md#7bee1172f1d268b3-1	not-applicable	7bee1172f1d268b346e085fdfd1aa2a967ac7894177d1d82cfea1e88c0b21664	bash-syntax	docs/USER_GUIDE.md	no	not-run	not-run	1	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	docs/USER_GUIDE.md#f002883482a309ae-1	not-applicable	f002883482a309ae33acc31cf01a5cde05452567af6063244c75d559c832429b	bash-syntax	docs/USER_GUIDE.md	no	not-run	not-run	2	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	docs/USER_GUIDE.md#77db6692c60eaa25-1	not-applicable	77db6692c60eaa2574b1c050d4041778869530e7a931406196d82c268b63f78d	bash-syntax	docs/USER_GUIDE.md	no	not-run	not-run	3	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	docs/USER_GUIDE.md#4422fcbb554dbcfe-1	not-applicable	4422fcbb554dbcfeedc3d7b2eaa72f9b1668dde057e73d4c7fe9b41ed9007108	text	docs/USER_GUIDE.md	yes	not-run	not-run	4	text	documentation-fragment	not-run	not-applicable
not-run	docs/VALIDATION_TOOLS.md#930871563212d9f9-1	not-applicable	930871563212d9f918ef07b9f5413f4ff47b6b4aa3409013f4977c4fa6f81748	bash-syntax	docs/VALIDATION_TOOLS.md	no	not-run	not-run	1	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	docs/VALIDATION_TOOLS.md#9ae979aa952aa7cd-1	not-applicable	9ae979aa952aa7cd63d14449d8d466007730b203a3edf2a6260abf664acc3c13	bash-syntax	docs/VALIDATION_TOOLS.md	no	not-run	not-run	2	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	docs/VALIDATION_TOOLS.md#02290e74e0881ac1-1	not-applicable	02290e74e0881ac1180f37c821b6336a09e5b9ed504cb6c7d29f17ae67adc183	bash-syntax	docs/VALIDATION_TOOLS.md	no	not-run	not-run	3	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	docs/VALIDATION_TOOLS.md#f86a77d528eded53-1	not-applicable	f86a77d528eded534bc3ba2f4cdae1c9f893e94b81aa407ee3bf733733c82e35	bash-syntax	docs/VALIDATION_TOOLS.md	no	not-run	not-run	4	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	docs/VALIDATION_TOOLS.md#10a3aec65d797a7f-1	not-applicable	10a3aec65d797a7f5f2d5d610848f65a3acca81e9b15466955030e4afb875356	bash-syntax	docs/VALIDATION_TOOLS.md	no	not-run	not-run	5	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	docs/VALIDATION_TOOLS.md#669138cffafdce97-1	not-applicable	669138cffafdce97a83888de4226262fe05268a73d85300bc1f792a6053a71a1	bash-syntax	docs/VALIDATION_TOOLS.md	no	not-run	not-run	6	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	docs/ru/K1X_YOLO26_COOKBOOK.md#c226d682e361c4e2-1	not-applicable	c226d682e361c4e2f69c2a1eaa507159da8ff2c80d1a1ffcdd30e65324209680	text	docs/ru/K1X_YOLO26_COOKBOOK.md	yes	not-run	not-run	1	text	documentation-fragment	not-run	not-applicable
not-run	docs/ru/K1X_YOLO26_COOKBOOK.md#f73fd25695bd8cc3-1	not-applicable	f73fd25695bd8cc3cf0aaa653de26eac0b0d9ea693e9adb1f5c278807c5f68d6	bash-syntax	docs/ru/K1X_YOLO26_COOKBOOK.md	no	not-run	not-run	2	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	docs/ru/K1X_YOLO26_COOKBOOK.md#6e046aa7fcb8aef0-1	not-applicable	6e046aa7fcb8aef0b52346865a2d2367694f0149b6f56d1c9cb1f18e39c42446	bash-syntax	docs/ru/K1X_YOLO26_COOKBOOK.md	no	not-run	not-run	3	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	docs/ru/QUICKSTART.md#6d55e486ffad1baa-1	not-applicable	6d55e486ffad1baae02edb126a3adb82d9ba867364ee59fb9242ef8647410d33	json-parse	docs/ru/QUICKSTART.md	no	not-run	not-run	1	json	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	docs/ru/QUICKSTART.md#f002883482a309ae-1	not-applicable	f002883482a309ae33acc31cf01a5cde05452567af6063244c75d559c832429b	bash-syntax	docs/ru/QUICKSTART.md	no	not-run	not-run	2	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	docs/ru/QUICKSTART.md#14bd2aadd0919d10-1	not-applicable	14bd2aadd0919d10905389e69a0ee4ceb518e9cb0db76fab36a531f02557e57f	bash-syntax	docs/ru/QUICKSTART.md	no	not-run	not-run	3	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	docs/ru/README.md#4bacee7475c9489c-1	not-applicable	4bacee7475c9489c1ccf8be7cb04964c5e0469ce1d81f1a2de19fce062579d9c	bash-syntax	docs/ru/README.md	no	not-run	not-run	1	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	docs/ru/README.md#f002883482a309ae-1	not-applicable	f002883482a309ae33acc31cf01a5cde05452567af6063244c75d559c832429b	bash-syntax	docs/ru/README.md	no	not-run	not-run	2	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	docs/ru/TROUBLESHOOTING.md#b7f835327186f96d-1	not-applicable	b7f835327186f96dd6e82e2a0b059966d442efc1640a11318e155e9b02e72229	bash-syntax	docs/ru/TROUBLESHOOTING.md	no	not-run	not-run	1	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	samples/README.md#f295dfc7bcf337ed-1	not-applicable	f295dfc7bcf337ed81bbb13097a6918e6a4f7eed2d74230ac45fbe586f603554	bash-syntax	samples/README.md	no	not-run	not-run	1	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	samples/README.md#4dfd43a0c7f0630d-1	not-applicable	4dfd43a0c7f0630d3aaa029f0e2781c1fdec77631562b4a2475d288e0854d44d	bash-syntax	samples/README.md	no	not-run	not-run	2	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	samples/README.md#53c716dc13c95625-1	pass	53c716dc13c956255c1a8068b07910732af90e0a0a057251f6eab3bf01771980	python-compile	samples/README.md	no	not-run	not-run	3	python	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	samples/README_zh.md#f295dfc7bcf337ed-1	not-applicable	f295dfc7bcf337ed81bbb13097a6918e6a4f7eed2d74230ac45fbe586f603554	bash-syntax	samples/README_zh.md	no	not-run	not-run	1	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	samples/README_zh.md#4dfd43a0c7f0630d-1	not-applicable	4dfd43a0c7f0630d3aaa029f0e2781c1fdec77631562b4a2475d288e0854d44d	bash-syntax	samples/README_zh.md	no	not-run	not-run	2	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	samples/README_zh.md#53c716dc13c95625-1	pass	53c716dc13c956255c1a8068b07910732af90e0a0a057251f6eab3bf01771980	python-compile	samples/README_zh.md	no	not-run	not-run	3	python	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	samples/k1x_yolo26_split/README.md#7e717cda2e19f39a-1	not-applicable	7e717cda2e19f39af5f1a2bc876b2f96ce4b3b23d117ceeddf81a3a6fcd15b83	bash-syntax	samples/k1x_yolo26_split/README.md	no	not-run	not-run	1	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	samples/k1x_yolo26_split/README.md#454a7b9ecab25787-1	not-applicable	454a7b9ecab2578715b44b0e9e3e1a575142cc2cc23a21f144bc8bac7df140c0	bash-syntax	samples/k1x_yolo26_split/README.md	no	not-run	not-run	2	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	samples/k1x_yolo26_split/README.md#4c109a5bd01fedce-1	not-applicable	4c109a5bd01fedcec88ef6156d4ae3aaff7b7c8a231c59aabeeb26a450ce25c0	bash-syntax	samples/k1x_yolo26_split/README.md	no	not-run	not-run	3	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
not-run	samples/k1x_yolo26_split/README.md#666a15ed8feaf3fb-1	not-applicable	666a15ed8feaf3fbfbc1b8f5268753e27b79dafca2a24cc1a6ddbc62061a2ae8	bash-syntax	samples/k1x_yolo26_split/README.md	no	not-run	not-run	4	bash	syntax-only; external inputs or separate workflow authorization required	pass	pass
