selection_group	rank	image_id	source_path	source_sha256	input_path	input_sha256	shape	dtype	source_width	source_height	scale	pad_x	pad_y
small-loss	15	170232	/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000170232.jpg	42105ffb9f61069a08035cab1292b9a380dedac54a9e6d82ab39330d0729948d	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65C-R1-A1-CPU-EP-LARGE-RECALL-DIVERGENCE-AND-TERMINAL-BOUNDARY-CAUSAL-DIAGNOSTIC-001/diagnostic-inputs/inputs/000000170232.nchw-f32.bin	54d94aa52259878c0662ab291c3884497ca1012f3dc752fbfb1e35bcc490d437	1x3x640x640	float32	640	480	1.0	0.0	80.0
small-loss	16	211919	/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000211919.jpg	ab417103ee1574af8b135a50a8b147f1bed791af77998fba9515b5a797dcbc65	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65C-R1-A1-CPU-EP-LARGE-RECALL-DIVERGENCE-AND-TERMINAL-BOUNDARY-CAUSAL-DIAGNOSTIC-001/diagnostic-inputs/inputs/000000211919.nchw-f32.bin	0e90e3359c2fe71563a38041443047a47dd443e819429b04d483b7d95710f2e2	1x3x640x640	float32	640	479	1.0	0.0	80.5
matched-control	1	95161	/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000095161.jpg	0f5f303ae60ccc59b02b1af2f2522d44130b861d5cf0b110ce1f5b6880fdb127	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65C-R1-A1-CPU-EP-LARGE-RECALL-DIVERGENCE-AND-TERMINAL-BOUNDARY-CAUSAL-DIAGNOSTIC-001/diagnostic-inputs/inputs/000000095161.nchw-f32.bin	bb4925b630478b953246949117fc577ca2c8ae1f19bdda63fa01daf2675b6ab6	1x3x640x640	float32	640	428	1.0	0.0	106.0
matched-control	2	104344	/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000104344.jpg	6b0b64cdace6bef5e6816bc8511e177ffce0a28055e6e4461496f0f56b48ebbf	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65C-R1-A1-CPU-EP-LARGE-RECALL-DIVERGENCE-AND-TERMINAL-BOUNDARY-CAUSAL-DIAGNOSTIC-001/diagnostic-inputs/inputs/000000104344.nchw-f32.bin	d8a817fc19cbbaf75807c8f2c6cf7058b243d26db33c7f1c76b0b1c59269d283	1x3x640x640	float32	612	612	1.045751690864563	0.0	0.0
matched-control	3	343534	/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000343534.jpg	028cba5ed6b04dc5797401d2c903cf6b2dba9d31bb87e0146cb13429c810d2c4	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65C-R1-A1-CPU-EP-LARGE-RECALL-DIVERGENCE-AND-TERMINAL-BOUNDARY-CAUSAL-DIAGNOSTIC-001/diagnostic-inputs/inputs/000000343534.nchw-f32.bin	ac9feef78a1f2e52e0029a38bf1d7a2d8cbe6b8dce4d1bb7c74008542c957208	1x3x640x640	float32	500	454	1.2799999713897705	0.0	29.5
matched-control	4	412167	/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000412167.jpg	61e9aebc4835646a71094cba2de3eeb30405e33853c71aedac4ce6e8dec5dcca	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65C-R1-A1-CPU-EP-LARGE-RECALL-DIVERGENCE-AND-TERMINAL-BOUNDARY-CAUSAL-DIAGNOSTIC-001/diagnostic-inputs/inputs/000000412167.nchw-f32.bin	191c54bc51da5bd3d6a9a9f594db5e993ccce810069d3a9ea52d6d4ed696932b	1x3x640x640	float32	640	571	1.0	0.0	34.5
matched-control	5	371029	/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000371029.jpg	d7c79878e49ae3d23f02295e181a49655487d27e08a3b0c44ddad7a60242876d	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65C-R1-A1-CPU-EP-LARGE-RECALL-DIVERGENCE-AND-TERMINAL-BOUNDARY-CAUSAL-DIAGNOSTIC-001/diagnostic-inputs/inputs/000000371029.nchw-f32.bin	e911dd48f595e480c9ae10eb98e75895f56601a20e2809e71b8f451151178ef1	1x3x640x640	float32	640	480	1.0	0.0	80.0
matched-control	6	38204	/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000038204.jpg	6230c0a914512939d23e24751b833ec7c4ac3609e911086649c18c2f35380455	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65C-R1-A1-CPU-EP-LARGE-RECALL-DIVERGENCE-AND-TERMINAL-BOUNDARY-CAUSAL-DIAGNOSTIC-001/diagnostic-inputs/inputs/000000038204.nchw-f32.bin	d821c2ece19a6ea1b837cda2d60fd3e4a0a93633d57e124f81be988e3fa8f024	1x3x640x640	float32	640	480	1.0	0.0	80.0
matched-control	7	72463	/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000072463.jpg	e513991f120ff736a9cd36b8cf6bab23ef1289eaa0430711bb7e0214f9c2386c	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65C-R1-A1-CPU-EP-LARGE-RECALL-DIVERGENCE-AND-TERMINAL-BOUNDARY-CAUSAL-DIAGNOSTIC-001/diagnostic-inputs/inputs/000000072463.nchw-f32.bin	36d19dd3a6dc1493a1d14d92eb4f3808180836fa978526ad80a4ef9f6e70ac1d	1x3x640x640	float32	640	426	1.0	0.0	107.0
matched-control	8	139914	/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000139914.jpg	8afba5247438b02d9019d6b20e7b7ce4f07e4ad985bf77c190e9feeeba39f1b8	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65C-R1-A1-CPU-EP-LARGE-RECALL-DIVERGENCE-AND-TERMINAL-BOUNDARY-CAUSAL-DIAGNOSTIC-001/diagnostic-inputs/inputs/000000139914.nchw-f32.bin	c2612003d9e3cf3fff303a16f2bcaf25966b445e375f3fd9f9c9888b41ba3586	1x3x640x640	float32	480	640	1.0	80.0	0.0
matched-control	9	59483	/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000059483.jpg	9ca7fe299bc76e09dd3e556462dcd79136350ba84963acf0538d6bca77e857e3	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65C-R1-A1-CPU-EP-LARGE-RECALL-DIVERGENCE-AND-TERMINAL-BOUNDARY-CAUSAL-DIAGNOSTIC-001/diagnostic-inputs/inputs/000000059483.nchw-f32.bin	9df30d468cc7900bc667397bc3e9fa0cdeb6f39a359ef24703e7d20234cad5ad	1x3x640x640	float32	640	429	1.0	0.0	105.5
matched-control	10	277563	/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000277563.jpg	4baa55dfe9d18d6792ef992f05494436e3bb197ee9fb089997ddf0e4c2a68402	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65C-R1-A1-CPU-EP-LARGE-RECALL-DIVERGENCE-AND-TERMINAL-BOUNDARY-CAUSAL-DIAGNOSTIC-001/diagnostic-inputs/inputs/000000277563.nchw-f32.bin	56375341a082e17fcf7038b36fefc5cdd20d68c6cb1cf78063a04f39e28151a9	1x3x640x640	float32	640	426	1.0	0.0	107.0
matched-control	11	37566	/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000037566.jpg	676778d63e3761a2a5f0ccfc7fbb464bfd5a7a64ec13a8903c0fdf3568d400f2	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65C-R1-A1-CPU-EP-LARGE-RECALL-DIVERGENCE-AND-TERMINAL-BOUNDARY-CAUSAL-DIAGNOSTIC-001/diagnostic-inputs/inputs/000000037566.nchw-f32.bin	71e0d2a3c7a2e68d66ace460e8d4e1ac3f2600729fb068a25667aad21f22d9d6	1x3x640x640	float32	640	480	1.0	0.0	80.0
matched-control	12	46345	/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000046345.jpg	16584400320f52f82207b7264aaa294aef632643f7a742e1d18dc67b3995b580	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65C-R1-A1-CPU-EP-LARGE-RECALL-DIVERGENCE-AND-TERMINAL-BOUNDARY-CAUSAL-DIAGNOSTIC-001/diagnostic-inputs/inputs/000000046345.nchw-f32.bin	991ca908699502658d5cb958159007f55fa2e0717c274b205ff65b1d4b2f7fb6	1x3x640x640	float32	640	480	1.0	0.0	80.0
matched-control	13	99317	/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000099317.jpg	5cd5ed34ef5017f34f588ebc7ee182e92a29a2ecfb8e1d140cc0cdd7d08ce740	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65C-R1-A1-CPU-EP-LARGE-RECALL-DIVERGENCE-AND-TERMINAL-BOUNDARY-CAUSAL-DIAGNOSTIC-001/diagnostic-inputs/inputs/000000099317.nchw-f32.bin	e5c0cd97bc1a3ba66122bc1414df3dca0b1ea074f0d3d1550bcf2b7d37d2abff	1x3x640x640	float32	640	427	1.0	0.0	106.5
matched-control	14	188727	/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000188727.jpg	993d9c000c5b2894291918118928e9c7436a249194dd9c0ebcbc4de531b01306	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65C-R1-A1-CPU-EP-LARGE-RECALL-DIVERGENCE-AND-TERMINAL-BOUNDARY-CAUSAL-DIAGNOSTIC-001/diagnostic-inputs/inputs/000000188727.nchw-f32.bin	090ab5ccfa9f4633626d435fa14c9736f0f5106b1996662c9861f651cd342a94	1x3x640x640	float32	640	480	1.0	0.0	80.0
matched-control	15	190580	/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000190580.jpg	2a56161ba06eef20a6526a6d71fceedfe58f417fa37652cc3203df07f5cfc517	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65C-R1-A1-CPU-EP-LARGE-RECALL-DIVERGENCE-AND-TERMINAL-BOUNDARY-CAUSAL-DIAGNOSTIC-001/diagnostic-inputs/inputs/000000190580.nchw-f32.bin	ab198c0f12e771abecf63e16bbc9a236dcbe4b3daccb9a0e4402e4c79ea4d382	1x3x640x640	float32	640	480	1.0	0.0	80.0
matched-control	16	195137	/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000195137.jpg	dd8032aac514a28436e20b2b283205cee5d2c4860cef4593605c67e5410100a0	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65C-R1-A1-CPU-EP-LARGE-RECALL-DIVERGENCE-AND-TERMINAL-BOUNDARY-CAUSAL-DIAGNOSTIC-001/diagnostic-inputs/inputs/000000195137.nchw-f32.bin	60eb1a37c7ec70ce91b7bb3bd4380d6a027342a01e27dcf904f793f6dbe3cd3a	1x3x640x640	float32	640	480	1.0	0.0	80.0
