evidence_surface	case_group	image_id	model	provider	mode	recreation	exit_code	output_sha256	boundary_manifest_sha256	samples_sha256	sample_runs	sample_hash_schema	unique_sample_output_hashes	sample_output_hash	cpu_set	minimum_frequency_khz	maximum_frequency_khz	minimum_temperature_millic	maximum_temperature_millic	signal_or_error	status
frozen-session-matrix	matched-control	95161	A1	cpu	one-session	0	0	b5fe7166efbfe1bd912aa9c5f9e612b7dab47b0ac3444df6b57743d9f1eaf873	5593ee63e588737d3f1ca4d8b6be578f18617480076a4fdd01d6003e6e8bf735	c419cb65f5272a2cf42b5b93c627da0790762b50bf012958b78e31bdf64cb7df	100	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	A1	cpu	recreate	1	0	b5fe7166efbfe1bd912aa9c5f9e612b7dab47b0ac3444df6b57743d9f1eaf873	5593ee63e588737d3f1ca4d8b6be578f18617480076a4fdd01d6003e6e8bf735	b899d8d1f1af13e37db07e59bfab07d6204ed564c3658300166a51e6188c58f6	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	A1	cpu	recreate	2	0	b5fe7166efbfe1bd912aa9c5f9e612b7dab47b0ac3444df6b57743d9f1eaf873	5593ee63e588737d3f1ca4d8b6be578f18617480076a4fdd01d6003e6e8bf735	a9854dc631c57bc230611e46e26530f7179bfab272641f90845c1bed9be9121b	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	A1	cpu	recreate	3	0	b5fe7166efbfe1bd912aa9c5f9e612b7dab47b0ac3444df6b57743d9f1eaf873	5593ee63e588737d3f1ca4d8b6be578f18617480076a4fdd01d6003e6e8bf735	94ddce6178e06931165f2a6e529d85f26ddfab1a9c05d450c2301903dfcbf4b9	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	A1	cpu	recreate	4	0	b5fe7166efbfe1bd912aa9c5f9e612b7dab47b0ac3444df6b57743d9f1eaf873	5593ee63e588737d3f1ca4d8b6be578f18617480076a4fdd01d6003e6e8bf735	8bb1928161f0d4a07c7567fe77fd46c948637a7264bf9b8baae31c7d6eb632fd	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	A1	cpu	recreate	5	0	b5fe7166efbfe1bd912aa9c5f9e612b7dab47b0ac3444df6b57743d9f1eaf873	5593ee63e588737d3f1ca4d8b6be578f18617480076a4fdd01d6003e6e8bf735	240ae86493dfc35a4a6b7c8b625f5b356b9754a95696519d3fc0a5c00566d665	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	A1	cpu	recreate	6	0	b5fe7166efbfe1bd912aa9c5f9e612b7dab47b0ac3444df6b57743d9f1eaf873	5593ee63e588737d3f1ca4d8b6be578f18617480076a4fdd01d6003e6e8bf735	bf29e6ee2238a24d7885d75ea935516827a41c2b10084d49cacceab409667e4f	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	A1	cpu	recreate	7	0	b5fe7166efbfe1bd912aa9c5f9e612b7dab47b0ac3444df6b57743d9f1eaf873	5593ee63e588737d3f1ca4d8b6be578f18617480076a4fdd01d6003e6e8bf735	5a8884db280f3e793216f7c98b10485b342a805d162e7585470a95083616e0e7	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	A1	cpu	recreate	8	0	b5fe7166efbfe1bd912aa9c5f9e612b7dab47b0ac3444df6b57743d9f1eaf873	5593ee63e588737d3f1ca4d8b6be578f18617480076a4fdd01d6003e6e8bf735	13ce8a45e77e5ccac91f75b467ff3bc966ff05e832ea61c29367faee40b36fb5	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	A1	cpu	recreate	9	0	b5fe7166efbfe1bd912aa9c5f9e612b7dab47b0ac3444df6b57743d9f1eaf873	5593ee63e588737d3f1ca4d8b6be578f18617480076a4fdd01d6003e6e8bf735	d3a09375549c8fab1940b664210cb6380b7482cf68bdcc36925413ad7e99e12b	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	A1	cpu	recreate	10	0	b5fe7166efbfe1bd912aa9c5f9e612b7dab47b0ac3444df6b57743d9f1eaf873	5593ee63e588737d3f1ca4d8b6be578f18617480076a4fdd01d6003e6e8bf735	e704a5f76fc9d7a570031a68da61fb3af47d6cdf68001aecabc81c0ced2cff41	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	A1	spacemit	one-session	0	0	4f0312627f26d762270a82ca39a84feebd8800bdfa1915b835f48e650611e1b2	89c9ae7b25d4d9627094cc4c4912840678f979816dda2709088f5707751f280c	9e7e7fa67ae0676aa707a82b36a030f049dbcf63f9306d4a18987b03a94cc9c6	100	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	A1	spacemit	recreate	1	0	4f0312627f26d762270a82ca39a84feebd8800bdfa1915b835f48e650611e1b2	89c9ae7b25d4d9627094cc4c4912840678f979816dda2709088f5707751f280c	7a678ff4f591b1b79e99c5a41f0ecd6136889345ae72668e2299a6041354663b	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	A1	spacemit	recreate	2	0	4f0312627f26d762270a82ca39a84feebd8800bdfa1915b835f48e650611e1b2	89c9ae7b25d4d9627094cc4c4912840678f979816dda2709088f5707751f280c	36c57758ad9a65b8b30ba64c7f54f709222d2adc2cbf5c215f24976a637c39d8	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	A1	spacemit	recreate	3	0	4f0312627f26d762270a82ca39a84feebd8800bdfa1915b835f48e650611e1b2	89c9ae7b25d4d9627094cc4c4912840678f979816dda2709088f5707751f280c	72ec94e599b66faf6928e97f8defb711890419af5180794d38ff97b26cc45337	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	A1	spacemit	recreate	4	0	4f0312627f26d762270a82ca39a84feebd8800bdfa1915b835f48e650611e1b2	89c9ae7b25d4d9627094cc4c4912840678f979816dda2709088f5707751f280c	354142c7b76052a66c553859ce798bf9a23cb51df3ae78bd4790cb1b0e338f05	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	A1	spacemit	recreate	5	0	4f0312627f26d762270a82ca39a84feebd8800bdfa1915b835f48e650611e1b2	89c9ae7b25d4d9627094cc4c4912840678f979816dda2709088f5707751f280c	4181275b215e1da4b2aa8d3c78cb5f8b250d48fd59e58b0452a64e06f4fc23d1	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	A1	spacemit	recreate	6	0	4f0312627f26d762270a82ca39a84feebd8800bdfa1915b835f48e650611e1b2	89c9ae7b25d4d9627094cc4c4912840678f979816dda2709088f5707751f280c	6986caebcd3357f75b77f64aec951c56645012a466aa1d325bf6749f586f0b7e	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	A1	spacemit	recreate	7	0	4f0312627f26d762270a82ca39a84feebd8800bdfa1915b835f48e650611e1b2	89c9ae7b25d4d9627094cc4c4912840678f979816dda2709088f5707751f280c	071635fd277acaaf8917a6ed0b995655a6ae596c937a7611fcbac0829191a925	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	A1	spacemit	recreate	8	0	4f0312627f26d762270a82ca39a84feebd8800bdfa1915b835f48e650611e1b2	89c9ae7b25d4d9627094cc4c4912840678f979816dda2709088f5707751f280c	f74161adb4a0244e29d6ea53f560165b78e8a7605bd4b68ceacc2fb26cfb2f8c	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	A1	spacemit	recreate	9	0	4f0312627f26d762270a82ca39a84feebd8800bdfa1915b835f48e650611e1b2	89c9ae7b25d4d9627094cc4c4912840678f979816dda2709088f5707751f280c	abe6d131ec0343d70bc1983093562ca9a72a38684540c797b135a5d730c38c3a	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	A1	spacemit	recreate	10	0	4f0312627f26d762270a82ca39a84feebd8800bdfa1915b835f48e650611e1b2	89c9ae7b25d4d9627094cc4c4912840678f979816dda2709088f5707751f280c	8858de0953b2127294b55adaebf242345eb373d117dbcbbd679a5e4c5b6e5806	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
diagnostic-per-run-hash	large-loss	209356	B2	cpu	one-session-per-run-hash	0	0	6d8ef5f36c763f1c0d95a930aa9c5f6cc673e9b8200c61d73bc3d899025252af	6549a633876aa412bfebef3e63a8d44ee2cd1530a4e66918f6a05d908332a5cb	6fc8ad0e6d1e1746320a9639aeeccd962273f5b646d3249ae06b600a2474bb2e	100	output_fnv1a64	1	0xb34fb27e6ec6c028	0-3	1600000	1600000			none	pass
diagnostic-per-run-hash	large-loss	209356	B2	spacemit	one-session-per-run-hash	0	0	e70a3a81734f63bf4adfaa8c0a115f7db5194e256d57798be389ed7e412dad8d	d01fd3d76f14ee316c4737e5070faf99d5f817424e33102382cad667741fe2bd	05624f4926849305daf9874d1b84d6139049f02835dea31c4ace6d2e9a904c9b	100	output_fnv1a64	1	0x19de87e4448d1268	0-3	1600000	1600000			none	pass
diagnostic-per-run-hash	large-loss	209356	A1	cpu	one-session-per-run-hash	0	0	ee7b1abd12f69d3097aff73461be7c3923a55148d489798944b99966d7fae072	d9cc8f13efa8219094a0928daac47a5f294a62e0ee4456ab29d75984b87a63e5	232880a0265bded7c8f8caa18e9451b49d674438758144e50a33a03c42a302cf	100	output_fnv1a64	1	0xe0bef9a73616b952	0-3	1600000	1600000			none	pass
diagnostic-per-run-hash	large-loss	209356	A1	spacemit	one-session-per-run-hash	0	0	1a4aae33851cb8df68712d5a8bb890f9ed991c6ff3f65f5fba71c33bd843b290	9832088f0a9c7e785df9b97761260e17e8f613878a9c9277039fdfa1a0b0e98a	f58450d14fc658be31b54eb5cb26a5de5fe487f8eda0a6e9cc8a433e17cb0418	100	output_fnv1a64	1	0xbda257cb6b1b24fc	0-3	1600000	1600000			none	pass
diagnostic-per-run-hash	matched-control	95161	B2	cpu	one-session-per-run-hash	0	0	81a4997fbdeb0d71bc6c6804131c85cec246effdb18c37382f71c8402157e792	8ac7c530b06a7538d57e4d85cee3b5ccc9260162a54b7d455a6aecc304a249b5	329e2277fcddc10ca647881eb2ad01cf8b3e6543721e56eb0803743a5f0e8d7d	100	output_fnv1a64	1	0xe458138b717260d2	0-3	1600000	1600000			none	pass
diagnostic-per-run-hash	matched-control	95161	B2	spacemit	one-session-per-run-hash	0	0	83a98642fae4b9882ae5a37e89c2f3bbc4984e6b04705bfb4f775c785818462f	4ef981d94b296c9871bd51b114c1b1d12c3cd434b72eeb8af174457ab2b2cdea	1cf6d99f4ca2867dbc2c7c3eb1de72291b0289d493c10ef4c8b1d22ae44761cd	100	output_fnv1a64	1	0x8c16d06535f068d5	0-3	1600000	1600000			none	pass
diagnostic-per-run-hash	matched-control	95161	A1	cpu	one-session-per-run-hash	0	0	b5fe7166efbfe1bd912aa9c5f9e612b7dab47b0ac3444df6b57743d9f1eaf873	5593ee63e588737d3f1ca4d8b6be578f18617480076a4fdd01d6003e6e8bf735	e0b016c348c469fad41321c8aab5e0ef31c64d46f05f6475f2119c4628c48866	100	output_fnv1a64	1	0xae6ace7d8b491ae0	0-3	1600000	1600000			none	pass
diagnostic-per-run-hash	matched-control	95161	A1	spacemit	one-session-per-run-hash	0	0	4f0312627f26d762270a82ca39a84feebd8800bdfa1915b835f48e650611e1b2	89c9ae7b25d4d9627094cc4c4912840678f979816dda2709088f5707751f280c	732286ad286e515171f20a694cdaa27166158469174f914af68a08ca8253462e	100	output_fnv1a64	1	0xce23390468747612	0-3	1600000	1600000			none	pass
