image_id	file_name	width	height	coco_url	flickr_url	license_id	annotation_count	category_ids	small_original	medium_original	large_original	small_letterboxed	medium_letterboxed	large_letterboxed	aspect_bin	object_count_bin	rank_sha256	license_name	license_url	file_sha256	pixel_sha256	C50	C200	C500	C1000	H500	BALANCED
111416	000000111416.jpg	640	428	http://images.cocodataset.org/train2017/000000111416.jpg	http://farm8.staticflickr.com/7211/7161976183_d632686955_z.jpg	2	6	1,42	0	6	0	0	4	2	landscape	5-10	0056096947924ce0ec0e3c8923336487ae0ee254fb02b420a16c71856aafe6f4	Attribution-NonCommercial License	http://creativecommons.org/licenses/by-nc/2.0/	377d903591cfd0e3f4a5eb0eab91b472602ffc4761ea7b88d6dd26f77195d859	5c43cbb800a7d0dada925ebe68620a38876d3c83d3afef96f24da7ae76313d8d	0	1	1	1	0	1
111707	000000111707.jpg	640	427	http://images.cocodataset.org/train2017/000000111707.jpg	http://farm9.staticflickr.com/8252/8529302736_51889c59d8_z.jpg	4	1	5	0	0	1	0	0	1	landscape	0-1	02ea84df1a9245dfe477489aaba2421f13be437b5d8daecdf5d2617d95f68009	Attribution License	http://creativecommons.org/licenses/by/2.0/	7bad48efb9741412b36f03b56cfbbbcca7a63be03b0b5ff2d3ecff901a4b88fa	176f3b1c8eb1569d3a826530daf8b82ebba71e66f01109590796c010f8fed665	0	0	0	0	1	0
112410	000000112410.jpg	428	640	http://images.cocodataset.org/train2017/000000112410.jpg	http://farm6.staticflickr.com/5239/7087548387_8335cce708_z.jpg	4	4	1,5	0	4	0	0	3	1	portrait	2-4	00a27ff7f8403ed766a7f3c9fe1e15ae3fdb210ee028832f0e7a04afc6e07f2a	Attribution License	http://creativecommons.org/licenses/by/2.0/	18892ef643757a00220b4f91ed83e31affbbe6ac8b51a6685b4062991ddb991b	0a5bf7590afb6d15660866e9bab5054cf3d8409f09efa25f3d05fce1c259ed8a	0	0	1	1	0	1
113173	000000113173.jpg	500	281	http://images.cocodataset.org/train2017/000000113173.jpg	http://farm3.staticflickr.com/2746/4203002365_e4d4fc2b3f_z.jpg	4	3	1	2	0	1	0	2	1	landscape	2-4	01c79018c060eeba44972a7069246d85f7af791e7d9c577c7d1d3f9dea1c2851	Attribution License	http://creativecommons.org/licenses/by/2.0/	49c8446d51c060fcde3f6f42dceb8e5be7c883789f6f2ef6369193e7f2018a9f	21b0da095950122ae519562bf8cfea25d502b46f342e280b8e0fc95b6b037b88	0	0	0	1	0	0
113929	000000113929.jpg	640	484	http://images.cocodataset.org/train2017/000000113929.jpg	http://farm8.staticflickr.com/7262/7638503376_20f58a80cc_z.jpg	7	5	1,19	2	3	0	2	2	1	squareish	5-10	028b732be88804be4f47f79683d7e5b406c38fc9ac381a0f63ecb9dced8ed130	No known copyright restrictions	http://flickr.com/commons/usage/	4be0dcdaace0c9abed374c5ffcc1b9eefa29a7bf823c4936223c580c218f2e20	7aa12a0c8b797f026ac98c922a0b0cf12d97fb8839771259db6b0a5284f7525c	0	0	0	0	1	0
114194	000000114194.jpg	640	425	http://images.cocodataset.org/train2017/000000114194.jpg	http://farm1.staticflickr.com/201/493120249_a4a339846f_z.jpg	3	10	44,51,86,87	1	6	3	1	5	4	landscape	5-10	0322fd6b4a2b5b8d91ac82b1a15ba2ced74f68db80d4811b3a285b0106b5f510	Attribution-NonCommercial-NoDerivs License	http://creativecommons.org/licenses/by-nc-nd/2.0/	23c2b44ef82a6163bfe2e4f9dab55b83e6d28dbc5a337799d2dd75bb84647144	9a6f5d419c971450912042499b0a8bf6e6d60bf10513d0209680719467756142	0	0	0	0	1	0
114249	000000114249.jpg	500	408	http://images.cocodataset.org/train2017/000000114249.jpg	http://farm1.staticflickr.com/196/447631783_e8434a9229_z.jpg	5	15	1,39,40	8	5	2	3	7	5	squareish	11+	004d6118b4ce7970e6637afb515ce50d9ef18fa4f357c2a74aa938e68d688d76	Attribution-ShareAlike License	http://creativecommons.org/licenses/by-sa/2.0/	9a8b82770fee26ac45a5f070f8381eaa1988ab20bf83e9c31e7f575f32f31881	1912510440e4ef527b78b8a92eab3bf678294c2293a4d50eb1918f2ca542e904	0	1	1	1	0	1
114748	000000114748.jpg	640	427	http://images.cocodataset.org/train2017/000000114748.jpg	http://farm4.staticflickr.com/3126/5827788096_39157e70d0_z.jpg	4	2	79,82	0	1	1	0	0	2	landscape	2-4	005a11acaeeab4ce7b19f623e58bffdf913db562fcc23050089a7305a9481967	Attribution License	http://creativecommons.org/licenses/by/2.0/	bce5d74a1bad2ca31d46786f20bd862a429b412c6c802cad7e1c7efc900ddb07	bb4267ff8357eec0574e16196224629ff756e49e2d9bc1307264857356dcc02e	0	1	1	1	0	1
115359	000000115359.jpg	640	480	http://images.cocodataset.org/train2017/000000115359.jpg	http://farm1.staticflickr.com/244/462147263_4b5b7fbfd3_z.jpg	4	20	1,62,64,86	7	12	1	3	14	3	squareish	11+	01a1492c53164bca7d4d29a24d661141401751abdd457a2c838a57ed1db3d8d6	Attribution License	http://creativecommons.org/licenses/by/2.0/	d02c355d6e782cb646fd6d8e24e83c4f6adf81e4df0bf2985ed29e40365a2481	8fed0b21cd7aeff1447565bc08a5ab01b7f38ea78a2190d087cbd626bb341e27	0	0	0	1	0	0
115793	000000115793.jpg	500	333	http://images.cocodataset.org/train2017/000000115793.jpg	http://farm5.staticflickr.com/4059/4307518630_fb70fd50e3_z.jpg	1	6	1,48,49,59,67	1	1	4	0	1	5	landscape	5-10	00bd9f8913b787d67967253996f900becf68bed128db2aee2c6e2c447e093a84	Attribution-NonCommercial-ShareAlike License	http://creativecommons.org/licenses/by-nc-sa/2.0/	1ad53ef7840ce5ab9a63d00d2416d05fc36daac7a95bb599d02a3bf232973258	0ce25d341875b92568941a0dc5e9e4fb08711e946e4851ef644485759028805b	0	0	1	1	0	1
115967	000000115967.jpg	640	480	http://images.cocodataset.org/train2017/000000115967.jpg	http://farm3.staticflickr.com/2539/4234015147_6b9fc70169_z.jpg	2	24	3,8,10	22	1	1	22	1	1	squareish	11+	0119cc3c7cc1d64a5eb34f7083572d5a692f00c67457fab23e1b274941bf4332	Attribution-NonCommercial License	http://creativecommons.org/licenses/by-nc/2.0/	7d3cc965abe0c33919361162b89203d9f0ea92ddaa08b5806f6fb2c18c0a9624	482a2244f4cc03181684d1abd0f9281541dd216459be3675af57b2c618f3e8c5	0	0	0	1	0	0
116783	000000116783.jpg	640	480	http://images.cocodataset.org/train2017/000000116783.jpg	http://farm1.staticflickr.com/49/147912428_da85e47e3c_z.jpg	3	8	3,8,10	4	2	2	2	4	2	squareish	5-10	0289bd6ddb16e5e5642412f9dc379fee8f6100d98a92e54789bc73da3a279370	Attribution-NonCommercial-NoDerivs License	http://creativecommons.org/licenses/by-nc-nd/2.0/	1f5e6befc806619b4d28b17d8944c0442cd94a9f36f485fb5ea24c2ed7955b7f	9320687e6f54e637cc4172623638e3cce8e55c1b93aa892b44c0d78a33f591cc	0	0	0	0	1	0
116894	000000116894.jpg	480	640	http://images.cocodataset.org/train2017/000000116894.jpg	http://farm4.staticflickr.com/3365/3631206168_b647d70a23_z.jpg	6	2	7,13	0	1	1	0	1	1	squareish	2-4	008d63032ade542a9ca03fed936d6494fcfebba6ace8344e1163b9db7e130ecc	Attribution-NoDerivs License	http://creativecommons.org/licenses/by-nd/2.0/	d2e76094faadd8cdc04c11b91c62f006e20aef6179f421733174aaaa1c352d89	18ce48246bf8e153cce5ca6c449f85b2921179446109d9d8d4f739a3cf114ba9	0	0	1	1	0	1
117014	000000117014.jpg	640	426	http://images.cocodataset.org/train2017/000000117014.jpg	http://farm4.staticflickr.com/3531/3180903152_7c8a95866a_z.jpg	3	2	1,36	0	2	0	0	0	2	landscape	2-4	0303822dc41e4ac97b710d88a25beb7c405f2674fb50f0230996af490c37df9d	Attribution-NonCommercial-NoDerivs License	http://creativecommons.org/licenses/by-nc-nd/2.0/	be6f9d3f0e9f042fd288598aa7d602f21d3b634f745aec137a8f3210e78b1ad1	0573aca470d49c61d053881551fcc0193d268088b36f373ee9596160347ba5b7	0	0	0	0	1	0
117300	000000117300.jpg	494	640	http://images.cocodataset.org/train2017/000000117300.jpg	http://farm5.staticflickr.com/4051/5162590764_28a4db581a_z.jpg	1	8	1,32	1	1	6	1	0	7	squareish	5-10	0295f36f51029ec9f93a5c04945926ed1c22ed8393860f08269e05427d2c47be	Attribution-NonCommercial-ShareAlike License	http://creativecommons.org/licenses/by-nc-sa/2.0/	07a654e6c07baf72298c2bb7de29a439c07bdec513957937ba7b759d45aa7055	ca1d40d58563dbe13c84bc900e7e69af458857d8fe58a2dc9bdec33db26e3d04	0	0	0	0	1	0
117935	000000117935.jpg	612	612	http://images.cocodataset.org/train2017/000000117935.jpg	http://farm6.staticflickr.com/5537/9418395757_dea1b3cba5_z.jpg	4	15	1,9	13	1	1	10	4	1	squareish	11+	01967fa14476088448b71116a5e0da23c4d9b2009590859cfbcc5cc882ab910f	Attribution License	http://creativecommons.org/licenses/by/2.0/	9d051bbaf602b1fd00eb539751db08cf7c7dba253a2f255d6577b21d3dc95b97	f06e9d9eabc38c14679331578c9be0ac3debbcf3a23912cd4cc630bdc2d41937	0	0	0	1	0	0
118199	000000118199.jpg	640	480	http://images.cocodataset.org/train2017/000000118199.jpg	http://farm6.staticflickr.com/5124/5217423633_9c2269df63_z.jpg	2	10	47,72,74,76,84,87	4	5	1	2	5	3	squareish	5-10	00d7b7fbd5296038902048ac0918c36648e77311716a3c8882441d6d0faa7ae3	Attribution-NonCommercial License	http://creativecommons.org/licenses/by-nc/2.0/	3cbca4487f83a58489ee98e9d4cb91c429038735e94dd2fa6c5cc80b87e2d3c5	2c75a2440059d35d2b5c3069e77e856324809ef22cf46009fe7b987e0fd1c0d6	0	0	1	1	0	1
118605	000000118605.jpg	480	640	http://images.cocodataset.org/train2017/000000118605.jpg	http://farm6.staticflickr.com/5001/5251010408_d5d1fc5acb_z.jpg	6	8	1,31,47,63,64,72	0	3	5	0	2	6	squareish	5-10	01396827f8b8b7632ea8f75a5635ac255922d08d0e94dc6629b9dc6e22116b1e	Attribution-NoDerivs License	http://creativecommons.org/licenses/by-nd/2.0/	fe52026e89163bb6b0a85e0b61ae99693e3f59c2fdd16aac2c8647ac7c5b8c3b	da45f3d948bb2cc319a40feff61399ab160f3097dc10ae67171d2f9b99415a54	0	0	0	1	0	0
119571	000000119571.jpg	457	640	http://images.cocodataset.org/train2017/000000119571.jpg	http://farm6.staticflickr.com/5258/5423140322_0b1f216bb2_z.jpg	2	5	1,47,61,67	0	1	4	0	1	4	portrait	5-10	021ca76ff874b7358248566c3e6f557bd7a7657d133954e75531579d5eed5cb9	Attribution-NonCommercial License	http://creativecommons.org/licenses/by-nc/2.0/	cbc0ba68234759b2f12dd980f3d6fe3acd45e2e74088d8247c405420fe3033aa	b8074a61e8f8a49c48c5d84846985cc0cd018010f18ec059673817110d39ffee	0	0	0	1	0	0
119798	000000119798.jpg	640	427	http://images.cocodataset.org/train2017/000000119798.jpg	http://farm8.staticflickr.com/7223/7331605488_c30a31f65e_z.jpg	1	7	1,3,8	3	2	2	3	1	3	landscape	5-10	018575813652414e92772640821c13e1cff2aba21657e903131bfe78258a0bd3	Attribution-NonCommercial-ShareAlike License	http://creativecommons.org/licenses/by-nc-sa/2.0/	00ee3424ea12c5f680b42462b651ee1e8c544873e4255130dc60e4919ec53228	5847ffe2cf70918fd128c61b80bc9cac45b1c2c213c49d574c649c0f417971e1	0	0	0	1	0	0
121442	000000121442.jpg	640	480	http://images.cocodataset.org/train2017/000000121442.jpg	http://farm7.staticflickr.com/6218/7014250507_a8d8f6f55f_z.jpg	3	7	1,47,60,63,67	0	3	4	0	2	5	squareish	5-10	0152f4cb94fa7c26e5ab447d7189f589dad469e836f0969f2d5ba9a331e98556	Attribution-NonCommercial-NoDerivs License	http://creativecommons.org/licenses/by-nc-nd/2.0/	ddd12bbb31aedfbbbd4a5719267f2a528a0bbf44c413af146b90bf1bbb58281e	4697d5ba2d8a2ae764c304ce9bb9df8798b3ead2ae8cc7851ec57b15eefa4b35	0	0	0	1	0	0
123070	000000123070.jpg	640	427	http://images.cocodataset.org/train2017/000000123070.jpg	http://farm9.staticflickr.com/8306/7988285332_c3eb184b38_z.jpg	1	3	22	2	1	0	2	1	0	landscape	2-4	004a3647c9d854f4823803dbe11282087a9946d24ab179a7dbaddb042d08064d	Attribution-NonCommercial-ShareAlike License	http://creativecommons.org/licenses/by-nc-sa/2.0/	57e628c6a2833d97f35ff847432671f20a838b69a46c7f4936ed856e81e820e7	8630751d207fd430b79989b7c923e234b8dd4bd662f5a265f345c50314f62ed3	0	1	1	1	0	1
123244	000000123244.jpg	506	640	http://images.cocodataset.org/train2017/000000123244.jpg	http://farm8.staticflickr.com/7158/6704380743_8d152095d8_z.jpg	5	6	1,3,32	2	0	4	0	2	4	squareish	5-10	01e8bd1cac9acc0e524450ea0b84383310d5e1e9940f84a869e95c8759645323	Attribution-ShareAlike License	http://creativecommons.org/licenses/by-sa/2.0/	41cc9829382c1658593280918f50514fb2c6f6516b00532291876e71c5e80d6e	51142fd2429f8ce109f3525ad997c7e671c62b42e402d4cf512f5d34f5d9e177	0	0	0	1	0	0
124182	000000124182.jpg	640	480	http://images.cocodataset.org/train2017/000000124182.jpg	http://farm9.staticflickr.com/8118/8999386244_22f3f52c62_z.jpg	3	8	44,48,49,50,51,52,54,67	1	3	4	0	4	4	squareish	5-10	00944d63ceaa1cff4ba2952b7be4de0e036ecdea572bc79a3544bc9a43b8347b	Attribution-NonCommercial-NoDerivs License	http://creativecommons.org/licenses/by-nc-nd/2.0/	426a132f2e3488688f006b3991bcc57d75938b2e3c06f22851325dff243e717d	ff5babe19d24431bbb22957a7adf91e04be3de60b3af6c50967fecb87596f9e9	0	0	1	1	0	1
124235	000000124235.jpg	334	500	http://images.cocodataset.org/train2017/000000124235.jpg	http://farm2.staticflickr.com/1117/992330861_d652ea5e5b_z.jpg	3	2	64,86	0	0	2	0	0	2	portrait	2-4	030e4fdb72721cac7502719879415fdfe815c735fdbfa77acb94aa5904ac17cf	Attribution-NonCommercial-NoDerivs License	http://creativecommons.org/licenses/by-nc-nd/2.0/	7e45dbdbe4710a2b7959b5f5b931c4aa1117cc09c18a901bb0e2eae810c70bbb	aa89557a9129946701448c871c8ce5260691a8191dc9686f382e21789dbfe90a	0	0	0	0	1	0
124280	000000124280.jpg	640	425	http://images.cocodataset.org/train2017/000000124280.jpg	http://farm7.staticflickr.com/6152/6211647394_0b0dc94d04_z.jpg	3	7	44,62,63,73,84	3	3	1	3	1	3	landscape	5-10	021540cf5c0dee21f6a8e29537174e65f09881e948cdc17a82b56f084097c427	Attribution-NonCommercial-NoDerivs License	http://creativecommons.org/licenses/by-nc-nd/2.0/	ed6611cab0f2f2af5017627e3f111ff3c8f525b483f86e78b9bda12d25eeb508	f4abe5bd2fe28c36952a042b400d0bf2ee4fb9b638d3c4d7dd191bcc96603234	0	0	0	1	0	0
126744	000000126744.jpg	640	480	http://images.cocodataset.org/train2017/000000126744.jpg	http://farm3.staticflickr.com/2665/3913625583_0f8733c01d_z.jpg	3	13	31,44,47,78,79,81,82,90	6	5	2	4	6	3	squareish	11+	01d74d430a74c3260d44eb582683f7f2b9cab05b548ec48559d1e64a9c6e092e	Attribution-NonCommercial-NoDerivs License	http://creativecommons.org/licenses/by-nc-nd/2.0/	af495322119ed1721e5bc7d4b79cf03f8e2528adfcc9572daaa5910bdb570e00	9df613f8ec0adc582403b526326b7c1c2c7948147910d1bfc2bf8e692544f7b4	0	0	0	1	0	0
127843	000000127843.jpg	640	427	http://images.cocodataset.org/train2017/000000127843.jpg	http://farm4.staticflickr.com/3127/5713438939_78c7d9ef3c_z.jpg	6	1	44	0	1	0	0	0	1	landscape	0-1	02bf8b77a513b4c94f9e916594a61634dcd2929187f84d09c0ab22da49e7bb72	Attribution-NoDerivs License	http://creativecommons.org/licenses/by-nd/2.0/	686d7db2bc1114b33fe83e69fa9e01f2fdddfc16554d502e77f02f1970fc232e	5e12d7f8e107c5b2ef887964c112af14928d17d1711f3a2ad0ff8bffee3bc040	0	0	0	0	1	0
128500	000000128500.jpg	480	640	http://images.cocodataset.org/train2017/000000128500.jpg	http://farm5.staticflickr.com/4044/4703562325_947a37d3bb_z.jpg	5	5	1,10	3	2	0	3	2	0	squareish	5-10	0073ef96f0423f4709ffc917670f541afd057ccbc4aeb98eea7b8e6dd6885cb0	Attribution-ShareAlike License	http://creativecommons.org/licenses/by-sa/2.0/	6a3454d379898549d217928206a3a9736f061e0122835a250e91ab731c821d8e	127ef056722a1438f8685cb3dd18de638225a0448ade1a1afb152f7af4c187c3	0	0	1	1	0	1
129071	000000129071.jpg	500	375	http://images.cocodataset.org/train2017/000000129071.jpg	http://farm3.staticflickr.com/2686/4386171742_b09428dfef_z.jpg	1	6	1,35	4	2	0	1	4	1	squareish	5-10	02d5bc0f52d7d63dbb50b36484b64e44af26c0a0e4dd40af4263a407929c64e7	Attribution-NonCommercial-ShareAlike License	http://creativecommons.org/licenses/by-nc-sa/2.0/	77385c5db458e34f89f350a11c365e95e6e3ece3f057a910fc83c335d2286df4	b3e245bb141b77b86c81d7b6a09c49097b5fa6736e45e0f26d03e6cbb7a57652	0	0	0	0	1	0
129712	000000129712.jpg	480	640	http://images.cocodataset.org/train2017/000000129712.jpg	http://farm8.staticflickr.com/7265/7121493131_4aa2d8fea9_z.jpg	5	17	1,31,85	6	11	0	6	6	5	squareish	11+	024e99c2f1a16d7229f53f3184392b8be00a4964cb0444b7cdf50d7aa68a7e33	Attribution-ShareAlike License	http://creativecommons.org/licenses/by-sa/2.0/	1c079aed90b7d6e2ed3750a452db909e2634305b637f18af1074a6000e2e7f46	69e359e415ab225517780d299520da90e20d368161ca4a8b531c5021ff4f3b60	0	0	0	0	1	0
130741	000000130741.jpg	640	427	http://images.cocodataset.org/train2017/000000130741.jpg	http://farm4.staticflickr.com/3495/3989633313_e5a570117c_z.jpg	1	3	1,37,43	1	1	1	1	0	2	landscape	2-4	023effb95b3373dddeb208256c606eac3a78be0229f55f5ab7c528bb4b290c82	Attribution-NonCommercial-ShareAlike License	http://creativecommons.org/licenses/by-nc-sa/2.0/	a52da0fa931990067a06ebbbc7be65fa9a45eaca24b3ed390d06a06361ee6a55	b235044afd44ac44117c103d864a1ca806d00c37546de967356cc2c84fcf5d56	0	0	0	0	1	0
130897	000000130897.jpg	640	480	http://images.cocodataset.org/train2017/000000130897.jpg	http://farm4.staticflickr.com/3834/9165044447_830e842fe2_z.jpg	2	2	3,7	0	2	0	0	2	0	squareish	2-4	026847049af8ccfac0a6e368f4396b27f57f52649fe1d44e36908a93390daca2	Attribution-NonCommercial License	http://creativecommons.org/licenses/by-nc/2.0/	68934bcb35af7503ca982df4c424609aeee13ae09bce7b3259ec6001c92344a6	29f16058f04dfc1ba8f527ea9c5894adfbaae96d819a841dcc78fab20e683706	0	0	0	0	1	0
131019	000000131019.jpg	397	500	http://images.cocodataset.org/train2017/000000131019.jpg	http://farm1.staticflickr.com/148/412871935_059cc0e743_z.jpg	6	3	16,24	1	1	1	1	0	2	squareish	2-4	02d9f9a3c46f01eaa1b771d63e3bd8feeecbc980af4d73ed78b5e7112c3fe029	Attribution-NoDerivs License	http://creativecommons.org/licenses/by-nd/2.0/	d07760040271158b6d6e015bcf890470ec28811bbf41e3f3df9d5ff0e5a22d27	df59214fdd35c7c9fd98097e5d687798a80e2b7e3fb325428fc8accf6165bc47	0	0	0	0	1	0
131043	000000131043.jpg	428	640	http://images.cocodataset.org/train2017/000000131043.jpg	http://farm3.staticflickr.com/2366/1506932961_ab2b749465_z.jpg	1	1	36	0	0	1	0	0	1	portrait	0-1	009ebfd036e4a6a6f045594f2639255114d487f91f06db8ac0a53d722afe76b4	Attribution-NonCommercial-ShareAlike License	http://creativecommons.org/licenses/by-nc-sa/2.0/	d40da62fb7ce6d8ee6ca4a60d53f718028ddd754ef8dfdddcaf36203590d3001	82dc0ade03706396eadd179326661bafc7dd7e542e30d34c3360c766bcc43b08	0	0	1	1	0	1
131063	000000131063.jpg	640	480	http://images.cocodataset.org/train2017/000000131063.jpg	http://farm4.staticflickr.com/3296/2468472978_b9091482ca_z.jpg	1	7	44,51,81,90	4	3	0	4	3	0	squareish	5-10	006fc14a4e15c22bc6aba2802ee0c40409e923061553083b6349c4240e05cbbb	Attribution-NonCommercial-ShareAlike License	http://creativecommons.org/licenses/by-nc-sa/2.0/	eeeaeb2907e058c656e6626000e24705dc4845b2075e200b9479b990bef37d32	5b3e41fcdd0d566283616ed4c13a29e11dd4ff77d999ba8ad1cad14128cd44d8	0	1	1	1	0	1
131416	000000131416.jpg	640	480	http://images.cocodataset.org/train2017/000000131416.jpg	http://farm3.staticflickr.com/2003/2265252452_53a2311080_z.jpg	1	24	44,47,54,62,64,67,82	13	4	7	13	4	7	squareish	11+	01c001487254ab050b8b544ea75ca44e6b97d9eb92d8f8f46495a3640f94583b	Attribution-NonCommercial-ShareAlike License	http://creativecommons.org/licenses/by-nc-sa/2.0/	9538241bd402b394670be2c1db23da23dc5098265c9c4d120324f8ee4e62ec57	46fb2713efdd6c65ab2a0fb74e58d4b8249d920a00ca007d2124059db2f1f1c0	0	0	0	1	0	0
132038	000000132038.jpg	500	375	http://images.cocodataset.org/train2017/000000132038.jpg	http://farm4.staticflickr.com/3001/2591866329_2a110d48d8_z.jpg	4	17	1,34,37,43	13	3	1	13	1	3	squareish	11+	1bd28254edc3297c80ac371b771a149f6665cce2c3aa3bb31c2e4927d554be26	Attribution License	http://creativecommons.org/licenses/by/2.0/	ff1c5eee7ecc50ab41dac318ff76427198bce62113a4290b41798c098148bb22	6cfb41097d36d666cf336f58d9f0d7e4122aa4d8a8d6c33c5e88c4a84495c032	0	0	0	0	0	1
132141	000000132141.jpg	640	427	http://images.cocodataset.org/train2017/000000132141.jpg	http://farm3.staticflickr.com/2724/4381025187_1fb2ba4c47_z.jpg	3	16	1,2,41	14	1	1	12	2	2	landscape	11+	0209b2b5505c8b71b562d4a2e4655c2b3a5d3f0e10d69adbdbcc809b68a5fecb	Attribution-NonCommercial-NoDerivs License	http://creativecommons.org/licenses/by-nc-nd/2.0/	7b5edaed0b5e53bd09c51e0c5ae261a9d219d898b946f654308f1c121fe39b4f	6f1a3a2f067794b49d6e5f2bbc749bc3ccb98f43812a841bf4f52ec1eb0c76a6	0	0	0	1	0	0
132638	000000132638.jpg	640	426	http://images.cocodataset.org/train2017/000000132638.jpg	http://farm8.staticflickr.com/7404/9166887709_7aa35fb807_z.jpg	4	5	44,47,48,49,67	0	4	1	0	2	3	landscape	5-10	012a355e401774a98b21a1017764440d0efe2f55fce1403c5bb8fed3a8e24fdb	Attribution License	http://creativecommons.org/licenses/by/2.0/	87e269d7fb4c0257cb9dd39bb7706da072327106301fb2298998eb517b1f746d	ac6f1b67ccdaa5fae837181a3c072b66d6c2b8753f237687370f175e8293adcb	0	0	0	1	0	0
133295	000000133295.jpg	500	375	http://images.cocodataset.org/train2017/000000133295.jpg	http://farm1.staticflickr.com/4/4046864_6e98ecee15_z.jpg	3	6	18,65,84	2	1	3	2	0	4	squareish	5-10	01295088f2515bf40dd7d6e756b861f7e5dad71401ab14b3982737e42125d679	Attribution-NonCommercial-NoDerivs License	http://creativecommons.org/licenses/by-nc-nd/2.0/	cd6e48e01a51831664b881e35817a19f628c22030c3d456f4121ff4c3a6044f9	241f4d001e72a2566d0b365033ec47fe13279c74309cf8bbd0f3647af57db9df	0	0	0	1	0	0
133540	000000133540.jpg	640	427	http://images.cocodataset.org/train2017/000000133540.jpg	http://farm5.staticflickr.com/4016/4253010045_911bb418e8_z.jpg	3	13	1,20	1	7	5	0	7	6	landscape	11+	0192e260d7deb89d191c481ea938d7fd101dc365fadc2f17b73c00b3daff069d	Attribution-NonCommercial-NoDerivs License	http://creativecommons.org/licenses/by-nc-nd/2.0/	51d1745b82f9452e2dc742f382b71757e512610ed48a6dd1ea3f3a22b99f60d8	788e085277a544ee3a67f5c672ee6bb007c2a921846a78908efffc9db7d4fd79	0	0	0	1	0	0
135266	000000135266.jpg	426	640	http://images.cocodataset.org/train2017/000000135266.jpg	http://farm4.staticflickr.com/3652/3634388659_4fff4e1d5a_z.jpg	5	14	1,9,44,47,54,58	4	7	3	2	8	4	portrait	11+	011abab46188f83a2a8df424dbf0b9d0eb9de39a0a8241a7d27cfc8c51b5eee0	Attribution-ShareAlike License	http://creativecommons.org/licenses/by-sa/2.0/	ca5e81dc77e81ce0d32b611f404d4fa01ca1bb433176074017d4ef2c360fa36f	3dde8131e67cd9f7d5ef4be3a7cae50ebc99db376033dceec0b8fd6ebca0b553	0	0	0	1	0	1
135369	000000135369.jpg	640	640	http://images.cocodataset.org/train2017/000000135369.jpg	http://farm3.staticflickr.com/2616/3826315443_2a5392154b_z.jpg	1	2	1,59	0	0	2	0	0	2	squareish	2-4	02767b0c9c745d262ca101365f74835836515481164cfb0d20cf44d6755575ac	Attribution-NonCommercial-ShareAlike License	http://creativecommons.org/licenses/by-nc-sa/2.0/	e595bd8a3238a7f33f2c68cea048868e61b7733e4a0160eca6ce4e934c12c92a	ee4f7ee8e1d1a7a1f3eac01c7679b18bdb464d4273fa3d79162dff271cfda501	0	0	0	0	1	0
135790	000000135790.jpg	640	480	http://images.cocodataset.org/train2017/000000135790.jpg	http://farm7.staticflickr.com/6079/6042896445_178350ff4f_z.jpg	5	1	5	0	1	0	0	1	0	squareish	0-1	0315cbbbe6b1b45e582bafb172beee520ba578ab2a12efc6a421f7f770e02d27	Attribution-ShareAlike License	http://creativecommons.org/licenses/by-sa/2.0/	38e5d9998005928aefe71863373d90c3142c426a8e667aeb91b2e5e64aae4db0	14b1cdcc6b7b63539972fff57744a0321fef0e37337b1446c06248851eac7ed1	0	0	0	0	1	0
135878	000000135878.jpg	640	425	http://images.cocodataset.org/train2017/000000135878.jpg	http://farm8.staticflickr.com/7291/9710177827_0456f968c1_z.jpg	1	1	16	0	0	1	0	0	1	landscape	0-1	028afb1e542773ab02526af3e82eb7359abcd0f29f7b899d0559e67738cdc72f	Attribution-NonCommercial-ShareAlike License	http://creativecommons.org/licenses/by-nc-sa/2.0/	9878cbe46571070670b8e472c900af0dd1121fab95133173b50bb595c9312a1f	31f7bec068d8bdca5b25468b93af7b4929558f0e27d0d2493b8d0ecd2073cf5b	0	0	0	0	1	0
136142	000000136142.jpg	640	480	http://images.cocodataset.org/train2017/000000136142.jpg	http://farm3.staticflickr.com/2804/4366919113_f464a8e444_z.jpg	2	51	44,48,50,51,52,53,56,57,62,67,82,86	31	16	4	23	24	4	squareish	11+	d9214c98db29d89e56ad78b4762f0544ecacf0d3d510a10f620ef1114ffcb1d4	Attribution-NonCommercial License	http://creativecommons.org/licenses/by-nc/2.0/	e9a82d8b041d42d88e50db0f6a0e82e87bf48844e8b389ffcb2bd198e799e02b	5ed49c5b225e25d9ca329d7dc7901e6635cc30d815ec161a35f1ef09d9dcf9c1	0	0	0	0	0	1
136922	000000136922.jpg	428	640	http://images.cocodataset.org/train2017/000000136922.jpg	http://farm2.staticflickr.com/1402/5156452898_162afae095_z.jpg	1	3	1,22	0	2	1	0	1	2	portrait	2-4	02f1be576c384b8ed79140e691475ac17f6848f35f2efa2b2f183c859efa7fc1	Attribution-NonCommercial-ShareAlike License	http://creativecommons.org/licenses/by-nc-sa/2.0/	92e36af24d70fd02002c1638bcd6612dca7fc9a11611ee263a2f708a9b4ae250	43cd6f09dcc1dfdcf1b9eab8f7ac06e15abd9ff2aab251cac6dd431149cb0a08	0	0	0	0	1	0
